ticker,security,data_source,report_url,scope1_tco2e,scope2_location_tco2e,scope2_market_tco2e,scope1_base_year_end,scope1_base_year_tco2e,revenue_usd,is_cdp_format,notes
EW,Edwards Lifesciences,cdp_pdf,https://assets-us-01.kc-usercontent.com/6239a81e-8f0f-0040-a1df-b4932a10f6ae/282110be-a8a1-488e-b7a8-7bf7efaddbdb/2025%20CDP%20Climate%20Change%20Response.pdf,7985.0,22017.0,20689.0,12/31/2021,7985.0,5439500000.0,new,
ELV,Elevance Health,sustainability_report,https://www.elevancehealth.com/annual-report/2023/assets/pdfs/performance-tables.pdf,,,,,,,False,no_fields_extracted
EME,Emcor,sustainability_report,https://emcorgroup.com/application/files/8417/0016/8419/EME_SustainabilitySupplement_GHG_EmissionsInventory_231109.pdf,,,,,,,False,no_fields_extracted
EMR,Emerson Electric,cdp_pdf,https://ir.emerson.com/_assets/_8d048e60abb41f8ffce02b887bbb8964/emerson/db/1065/9886/document/Emerson+2025+CDP+Corporate+Questionnaire.pdf,82510.0,267155.0,212594.0,09/30/2021,82456.0,17492000000.0,new,
ETR,Entergy,cdp_pdf,https://www.entergy.com/wp-content/uploads/2024_Entergy_CDP.pdf,35996463.0,157.0,,12/31/2000,45957614.0,,new,
EOG,EOG Resources,epa_ghgrp,,318787.588,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'EOG RESOURCES INC' (7 facilities). Scope 1 only. CDP search found no direct hit; used EPA to save budget."
EQT,EQT Corporation,cdp_pdf,https://esg.eqt.com/content/EQT%20Corporation%20-%20CDP%20Climate%20Change%20Questionnaire%20-%202022%20Data%20-%20FINAL.pdf,836408.0,5294.0,,,,,old,
EFX,Equifax,sustainability_report,https://assets.equifax.com/assets/corp/equifax_2025_climate_report,,,,,,,False,no_fields_extracted
EQIX,Equinix,sustainability_report,https://www.equinix.com/content/dam/eqxcorp/en_us/documents/resources/data-sheets/ds_sustainability_data_en.pdf,,,,,,,False,no_fields_extracted
ERIE,Erie Indemnity,none,,,,,,,,,no_public_report_found
ESS,Essex Property Trust,sustainability_report,https://media.essexapartmenthomes.com/v1/media/edge/images/Project/EssexPropertyTrust/PDFs/ESG-Reports/2024_Essex_Sustainability_and_Impact_Report.pdf,,,,,,,False,no_fields_extracted
EL,Estée Lauder Companies (The),cdp_pdf,https://media.elcompanies.com/files/e/estee-lauder-companies/global/our-impact/si-s24/cdp-2024.pdf,29543.05,60179.73,1271.45,06/30/2018,34522.06,,new,
EG,Everest Group,sustainability_report,https://www.unepfi.org/wordpress/wp-content/uploads/2024/04/Everest-2023-Corporate-Responsibility-Report.pdf,,,,,,,False,no_fields_extracted
EVRG,Evergy,epa_ghgrp,,24537349.264,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'EVERGY INC' (13 facilities). Scope 1 only, used directly to save budget."
ES,Eversource Energy,none,,,,,,,,,no_public_report_found
EXC,Exelon,cdp_pdf,https://www.exeloncorp.com/sustainability/Documents/Exelon_Investor_CDP.pdf,413000.0,4323044.0,4895389.0,,,,new,
EXE,Expand Energy,none,,,,,,,,,no_public_report_found
EXPE,Expedia Group,sustainability_report,https://careers.expediagroup.com/wp-content/uploads/2026/06/expedia-group-global-impact-report-2025.pdf,,,,,,,False,no_fields_extracted
EXPD,Expeditors International,cdp_pdf,https://s23.q4cdn.com/539497486/files/doc_financials/2023/sr/CDP-Climate-Change-Questionnaire-2023.pdf,68000.0,185000.0,149000.0,,,,old,
EXR,Extra Space Storage,none,,,,,,,,,no_public_report_found
XOM,ExxonMobil,epa_ghgrp,,35406994.226,,,,,,,"EPA GHGRP 2023 Direct Emitters, parent company 'EXXON MOBIL CORP' (35 facilities) -- normalization missed the space vs our roster's 'ExxonMobil', unambiguous match confirmed manually. Scope 1 only."
FFIV,"F5, Inc.",sustainability_report,https://s21.q4cdn.com/785172654/files/doc_financials/2024/ar/FY24_F5_ESG_Report_FINAL.pdf,,,,,,,False,no_fields_extracted
FDS,FactSet,none,,,,,,,,,no_public_report_found
FICO,Fair Isaac,none,,,,,,,,,no_public_report_found
FAST,Fastenal,cdp_pdf,https://crafter.fastenal.com/static-assets/pdfs/fcom/2023_CDP_Report_Revised.pdf,110830.87,48606.75,50181.62,,,,old,
FRT,Federal Realty Investment Trust,none,,,,,,,,,no_public_report_found
FDX,FedEx,cdp_pdf,https://www.fedex.com/content/dam/fedex/us-united-states/sustainability/gcrs/FedEx_Corp_CDP_2025.pdf,14842148.0,898484.0,966871.0,,,,new,
FDXF,FedEx Freight,none,,,,,,,,,no_public_report_found
FERG,Ferguson Enterprises,cdp_pdf,https://s201.q4cdn.com/465729859/files/doc_governance/2025/Dec/15/Ferguson-2025-CDP-Response-9d46ab.pdf,162792.0,85302.0,26981.0,,,29600000000.0,new,
FIS,Fidelity National Information Services,sustainability_report,https://www.fisglobal.com/-/media/fisglobal/files/pdf/report/2024-global-sustainability-report.pdf,,,,,,,False,no_fields_extracted
FITB,Fifth Third Bancorp,cdp_pdf,https://s23.q4cdn.com/252949160/files/doc_downloads/2025/11/2025-CDP-Fifth-Third-Bancorp.pdf,9449.0,51413.0,0.0,,,8479000000.0,new,
FSLR,First Solar,cdp_pdf,https://www.firstsolar.com/-/media/First-Solar/Sustainability-Documents/2024-CDP-Corporate-Questionnaire.pdf,11638.0,793171.0,776502.0,,,3318602000.0,new,
FE,FirstEnergy,epa_ghgrp,,15258135.972,,,,,,,"EPA GHGRP 2023 Direct Emitters, parent company 'FIRSTENERGY CORP', only 2 facilities matched -- CAUTION: likely an UNDERCOUNT, since FirstEnergy's many generating subsidiaries (Ohio Edison, Penn Power, etc.) probably report under separate parent-company names not captured by exact matching. Scope 1 only."
FISV,Fiserv,sustainability_report,https://www.fiserv.com/content/dam/fiserv-ent/final-files/marketing-collateral/documents-handouts-flyers/fiserv-climate-related-risk-disclosure-report-0226.pdf,,,,,,,False,no_fields_extracted
FLEX,Flex Ltd.,cdp_pdf,https://flex.com/downloads/cdp-climate-and-water-security-questionnaire-2024,83630.0,642598.0,503628.0,,,29387000000.0,new,
