ticker,security,data_source,report_url,scope1_tco2e,scope2_location_tco2e,scope2_market_tco2e,scope1_base_year_end,scope1_base_year_tco2e,revenue_usd,is_cdp_format,notes
BKNG,Booking Holdings,sustainability_report,https://www.bookingholdings.com/wp-content/uploads/2025/04/Booking-Holdings_2024_Sustainability_Report.pdf,,,,,,,False,no_fields_extracted
BRK.B,Berkshire Hathaway,epa_ghgrp,,79105267.13000001,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'BERKSHIRE HATHAWAY INC' (117 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
CHRW,C.H. Robinson,cdp_pdf,https://www.chrobinson.com/-/media/chrglobal/lp/hr/cdp-responses.pdf,12017.0,32339.0,11320.0,,,17724956000.0,new,
CDNS,Cadence Design Systems,cdp_pdf,https://www.cadence.com/content/dam/cadence-www/global/en_US/documents/company/csr/2024-cdp-corporate-questionnaire-preview.pdf,2853.0,25510.0,1062.0,12/31/2019,6314.0,,new,
CARR,Carrier Global,cdp_pdf,https://www.corporate.carrier.com/Images/Corporate-CDP-2024_0525_tcm558-271221.pdf,203379.0,261757.0,261614.0,12/31/2021,203379.0,22100000000.0,new,
CBRE,CBRE Group,cdp_pdf,https://mediaassets.cbre.com/-/media/project/cbre/dotcom/global/about/corporate-responsibility/cbre-cdp-response-2024.pdf,62337.0,53426.0,55038.0,12/31/2019,62337.0,31948867000.0,new,
BR,Broadridge Financial Solutions,sustainability_report,https://www.broadridge.com/_assets/pdf/broadridge-sustainability-report-2025.pdf,,,,,,,False,no_fields_extracted
CAH,Cardinal Health,sustainability_report,https://www.cardinalhealth.ca/wp-content/uploads/2025/02/cardinal-health-fy24-ESG-report.pdf,,,,,,,False,no_fields_extracted
BLDR,Builders FirstSource,sustainability_report,https://s202.q4cdn.com/867695273/files/doc_downloads/esg/Builders-FirstSource_2022-CSR-Report.pdf,,,,,,,False,no_fields_extracted
BF.B,Brown-Forman,epa_ghgrp,,90072.76000000001,,,,,,False,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'BROWN-FORMAN CORP' (2 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. [Fixed 2026-09-13: this row previously had data_source=epa_ghgrp but a blank scope1_tco2e -- a bug from an earlier patch script that wrote the match info into notes but never wrote the actual number. Backfilled from epa_ghgrp_matches.csv, which already had the correct value.]"
CASY,Casey's,sustainability_report,https://s2.q4cdn.com/194594550/files/doc_downloads/sustainability/2023/sustainability-report-2023.pdf,,,,,,,,download_error: 404 Client Error: Not Found for url: https://s2.q4cdn.com/194594550/files/doc_downloads/sustainability/2023/sustainability-report-2023.pdf
COR,Cencora,cdp_pdf,https://s203.q4cdn.com/785768684/files/doc_downloads/2025/Cencora-2025-CDP-Submission.pdf,108712.0,90652.0,87492.0,09/30/2019,98742.0,294000000000.0,new,
CNC,Centene Corporation,sustainability_report,https://www.centene.com/content/dam/centenedotcom/documents/TCFD-Index-2025.pdf,,,,,,,new,no_fields_extracted
AVGO,Broadcom,epa_ghgrp,,34457.051985,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'BROADCOM INC' (1 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
BRO,Brown & Brown,none,,,,,,,,,no_public_report_found
BG,Bunge Global,none,,,,,,,,,no_public_report_found
CPT,Camden Property Trust,none,,,,,,,,,no_public_report_found
COF,Capital One,none,,,,,,,,,no_public_report_found
CCL,Carnival Corporation,none,,,,,,,,,no_public_report_found
CAT,Caterpillar Inc.,epa_ghgrp,,456901.738,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'CATERPILLAR INC' (7 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
CBOE,Cboe Global Markets,none,,,,,,,,,no_public_report_found
CVNA,Carvana,none,,,,,,,,,no_public_report_found
BXP,BXP Inc.,none,,,,,,,,,no_public_report_found
CDW,CDW Corporation,none,,,,,,,,,no_public_report_found
CNP,CenterPoint Energy,epa_ghgrp,,3741577.852,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'CENTERPOINT ENERGY INC' (2 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
CF,CF Industries,epa_ghgrp,,20579424.174,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'CF INDUSTRIES HOLDINGS INC' (6 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
CRL,Charles River Laboratories,none,,,,,,,,,no_public_report_found
SCHW,Charles Schwab Corporation,none,,,,,,,,,no_public_report_found
CHTR,Charter Communications,none,,,,,,,,,no_public_report_found
CVX,Chevron Corporation,epa_ghgrp,,20881977.004,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'CHEVRON CORP' (31 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2. Prior attempt: data_source=none, report_url=n/a, notes=no_public_report_found"
