ticker,security,data_source,report_url,scope1_tco2e,scope2_location_tco2e,scope2_market_tco2e,scope1_base_year_end,scope1_base_year_tco2e,revenue_usd,is_cdp_format,notes
F,Ford Motor Company,cdp_pdf,https://corporate.ford.com/content/dam/corporate/us/en-us/documents/reports/ford-cdp-climate-water-report.pdf,1419442.81,3262018.65,3110560.1,12/31/2017,1384651.26,176000000000.0,new,
FTV,Fortive,sustainability_report,https://fortive.com/sites/default/files/2025-04/2024-Fortive-Sustainability-Report-Appendix.pdf,,,,,,,new,no_fields_extracted
FCX,Freeport-McMoRan,cdp_pdf,https://fcx.com/sites/fcx/files/documents/sustainability/2024_cdp_response.pdf,5139523.0,2831755.0,2624651.0,12/31/2018,4964720.0,22855000000.0,new,
FTNT,Fortinet,none,,,,,,,,,no_public_report_found
FOXA,Fox Corporation (Class A),none,,,,,,,,,no_public_report_found
FOX,Fox Corporation (Class B),none,,,,,,,,,no_public_report_found
BEN,Franklin Resources,none,,,,,,,,,no_public_report_found
GRMN,Garmin,none,,,,,,,,,no_public_report_found
IT,Gartner,none,,,,,,,,,no_public_report_found
GE,GE Aerospace,sustainability_report,https://www.geaerospace.com/sites/default/files/2026-sustainability-report.pdf,,,,,,,False,no_fields_extracted
GEHC,GE HealthCare,sustainability_report,https://www.gehealthcare.com/-/jssmedia/gehc/us/files/about-us/sustainability/reports/ge-healthcare-sustainability-report-2024.pdf,,,,,,,,download_error: 502 Server Error: Bad Gateway for url: https://www.gehealthcare.com/-/jssmedia/gehc/us/files/about-us/sustainability/reports/ge-healthcare-sustainability-report-2024.pdf
GEV,GE Vernova,sustainability_report,https://www.gevernova.com/sustainability/documents/Sustainability/GE_Vernova_Sustainability_Appendices_2023.pdf,,,,,,,False,no_fields_extracted
GEN,Gen Digital,none,,,,,,,,,no_public_report_found
GNRC,Generac,sustainability_report,https://www.generac.com/globalassets/footer/about/sustainability/generac_sustainability_report_2024.pdf,,,,,,,False,no_fields_extracted
GD,General Dynamics,cdp_pdf,https://www.gd.com/-/media/gd-corporate/pdf/general-dynamics-corporation-cdp-climate-questionnaire-2024.ashx,323044.0,408322.0,390830.0,,,42272000000.0,new,
GIS,General Mills,epa_ghgrp,,70689.0,,,,,,,"EPA GHGRP 2023 Direct Emitters, parent 'GENERAL MILLS INC' (2 facilities). CDP PDF links both 404'd; used EPA instead of a 3rd search. Scope 1 only."
GM,General Motors,epa_ghgrp,,572171.0,,,,,,,"EPA GHGRP 2023 Direct Emitters, parent 'GENERAL MOTORS CO' (14 facilities). CDP PDF download timed out; used EPA instead of retrying. Scope 1 only."
GPC,Genuine Parts Company,sustainability_report,https://filecache.investorroom.com/mr5ir_genuineparts/933/GPC_2024_Sustainability_Report.pdf,,,,,,,False,no_fields_extracted
GILD,Gilead Sciences,sustainability_report,https://www.gilead.com/-/media/files/pdfs/sustainability/gilead-ghg-verification-opinion.pdf,,,,,,,False,no_fields_extracted
