ticker,security,data_source,report_url,scope1_tco2e,scope2_location_tco2e,scope2_market_tco2e,scope1_base_year_end,scope1_base_year_tco2e,revenue_usd,is_cdp_format,notes
VLO,Valero Energy,epa_ghgrp,,23535216.552000005,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'VALERO ENERGY CORP' (27 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
VTRS,Viatris,epa_ghgrp,,26031.806,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'VIATRIS INC' (1 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
VST,Vistra Corp.,epa_ghgrp,,86320993.13799997,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'Vistra Corp' (40 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
WM,Waste Management,epa_ghgrp,,11650459.606000002,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'WASTE MANAGEMENT INC' (225 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
WEC,WEC Energy Group,epa_ghgrp,,19291885.63,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'WEC Energy Group Inc' (17 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
WY,Weyerhaeuser,epa_ghgrp,,41144.524,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'WEYERHAEUSER CO' (2 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
XEL,Xcel Energy,epa_ghgrp,,44184964.932,,,,,,,"EPA GHGRP 2023 Direct Emitters, matched via parent company 'XCEL ENERGY INC' (31 facilities). Scope 1 (direct/on-site) only -- GHGRP does not cover Scope 2."
UBER,Uber,none,,,,,,,,,no_public_report_found
UDR,"UDR, Inc.",none,,,,,,,,,no_public_report_found
ULTA,Ulta Beauty,sustainability_report,https://d1io3yog0oux5.cloudfront.net/_2a8629e3f704636d5d799dc4f8e7fd6d/ulta/db/1975/18000/description/ULTA-008_2025_CRR_Report_PDF_6_ADA_04.22.26.pdf,,,,,,,new,no_fields_extracted
UNP,Union Pacific Corporation,cdp_pdf,https://www.up.com/content/dam/upcom/strategy-sustainability/documents/cdp-submission.pdf,10083282.0,261372.0,314075.0,12/31/2018,11313933.0,24250000000.0,new,
UAL,United Airlines Holdings,none,,,,,,,,,no_public_report_found
UPS,United Parcel Service,none,,,,,,,,,no_public_report_found
URI,United Rentals,sustainability_report,https://www.unitedrentals.com/sites/default/files/press-releases/Corporate-Responsibility-Report-2024.pdf,,,,,,,False,no_fields_extracted
UNH,UnitedHealth Group,cdp_pdf,https://www.unitedhealthgroup.com/content/dam/UHG/PDF/2024/sustainability/UHG-2024-CDP-Corporate-Questionnaire.pdf,24487.0,156751.0,148741.0,12/31/2021,131593.0,371622000000.0,new,
UHS,Universal Health Services,none,,,,,,,,,no_public_report_found
VEEV,Veeva Systems,none,,,,,,,,,no_public_report_found
VTR,Ventas,cdp_pdf,https://ventasreit.com/sites/default/files/pdf/CDP_2023_Report.pdf,121591.0,288579.0,255446.0,,,,old,
VLTO,Veralto,sustainability_report,https://filecache.investorroom.com/mr5ir_veralto/253/Veralto_2025_Sustainability_Report.pdf,,,,,,,False,no_fields_extracted
VRSN,Verisign,none,,,,,,,,,no_public_report_found
VRSK,Verisk Analytics,sustainability_report,https://www.verisk.com/490b52/siteassets/media/corporate-social-responsibility/verisk-climate-disclosure-report-2022.pdf,,,,,,,False,no_fields_extracted
VZ,Verizon,sustainability_report,https://www.verizon.com/about/sites/default/files/Verizon-2025-TCFD-Report.pdf,,,,,,,False,no_fields_extracted
