company,row_type,category,metric,cost,benefit,unit,model_release,upright_url
FORTINET,category_total,Society,Society,-0.3,+13.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,category_total,Knowledge,Knowledge,-6.1,+5.9,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,category_total,Health,Health,-1.0,+1.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,category_total,Environment,Environment,-4.8,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Society,Taxes,,+5.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Society,Jobs,,+3.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Society,Societal infrastructure,,+0.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Society,Equality & human rights,-0.2,+0.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Society,Societal stability,-0.1,+3.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Knowledge,Scarce human capital,-6.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Knowledge,Knowledge infrastructure,,+5.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Knowledge,Creating knowledge,,+0.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Knowledge,Distributing knowledge,,+0.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Health,Physical diseases,-0.4,+0.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Health,Mental diseases,-0.5,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Health,Nutrition,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Health,Relationships,-0.0,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Health,Meaning & joy,-0.0,+1.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Environment,GHG emissions,-2.0,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Environment,Non-GHG emissions,-0.5,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Environment,Scarce natural resources,-0.7,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Environment,Biodiversity,-0.4,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
FORTINET,submetric,Environment,Waste,-1.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/12a18c72-e420-4016-ab7f-dbdae10d863f/Fortinet/
MODERNA,category_total,Society,Society,-1.3,+9.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,category_total,Knowledge,Knowledge,-3.5,+1.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,category_total,Health,Health,-3.1,+74.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,category_total,Environment,Environment,-6.6,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Society,Taxes,,+5.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Society,Jobs,,+3.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Society,Societal infrastructure,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Society,Equality & human rights,-1.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Society,Societal stability,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Knowledge,Scarce human capital,-3.5,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Knowledge,Knowledge infrastructure,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Knowledge,Creating knowledge,,+1.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Knowledge,Distributing knowledge,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Health,Physical diseases,-3.0,+71.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Health,Mental diseases,,+1.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Health,Nutrition,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Health,Relationships,,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Health,Meaning & joy,,+0.9,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Environment,GHG emissions,-2.5,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Environment,Non-GHG emissions,-1.3,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Environment,Scarce natural resources,-0.6,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
MODERNA,submetric,Environment,Biodiversity,-1.0,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2d7c9b12-d093-4626-ba77-973053339a5e/Moderna/
