company,row_type,category,metric,cost,benefit,unit,model_release,upright_url
TJX COMPANIES,category_total,Society,Society,-1.1,+12.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,category_total,Knowledge,Knowledge,-3.5,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,category_total,Health,Health,-2.5,+1.9,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,category_total,Environment,Environment,-16.0,+1.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Society,Taxes,,+5.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Society,Jobs,,+5.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Society,Societal infrastructure,,+1.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Society,Equality & human rights,-0.9,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Society,Societal stability,-0.2,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Knowledge,Scarce human capital,-3.5,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Knowledge,Knowledge infrastructure,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Knowledge,Creating knowledge,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Knowledge,Distributing knowledge,-0.1,+0.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Health,Physical diseases,-1.8,+0.9,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Health,Mental diseases,-0.4,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Health,Nutrition,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Health,Relationships,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Health,Meaning & joy,-0.3,+0.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Environment,GHG emissions,-7.6,+0.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Environment,Non-GHG emissions,-2.1,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Environment,Scarce natural resources,-0.8,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Environment,Biodiversity,-2.9,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
TJX COMPANIES,submetric,Environment,Waste,-2.5,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ae700c46-f731-4467-8547-a0c727fb9ab7/TJX%20companies/
ABBVIE,category_total,Society,Society,-1.1,+7.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/17a459b4-cef9-4524-ab8a-74b857ba320e/AbbVie/
ABBVIE,category_total,Knowledge,Knowledge,-3.9,+0.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/17a459b4-cef9-4524-ab8a-74b857ba320e/AbbVie/
ABBVIE,category_total,Health,Health,-7.1,+25.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/17a459b4-cef9-4524-ab8a-74b857ba320e/AbbVie/
ABBVIE,category_total,Environment,Environment,-9.5,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/17a459b4-cef9-4524-ab8a-74b857ba320e/AbbVie/
ABBVIE,submetric,Society,Taxes,,+4.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/17a459b4-cef9-4524-ab8a-74b857ba320e/AbbVie/
ABBVIE,submetric,Society,Jobs,,+2.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/17a459b4-cef9-4524-ab8a-74b857ba320e/AbbVie/
ABBVIE,submetric,Society,Societal infrastructure,,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/17a459b4-cef9-4524-ab8a-74b857ba320e/AbbVie/
ABBVIE,submetric,Society,Equality & human rights,-1.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/17a459b4-cef9-4524-ab8a-74b857ba320e/AbbVie/
ABBVIE,submetric,Society,Societal stability,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/17a459b4-cef9-4524-ab8a-74b857ba320e/AbbVie/
ABBVIE,submetric,Knowledge,Scarce human capital,-3.9,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/17a459b4-cef9-4524-ab8a-74b857ba320e/AbbVie/
ABBVIE,submetric,Knowledge,Knowledge infrastructure,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/17a459b4-cef9-4524-ab8a-74b857ba320e/AbbVie/
ABBVIE,submetric,Knowledge,Creating knowledge,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/17a459b4-cef9-4524-ab8a-74b857ba320e/AbbVie/
