company,row_type,category,metric,cost,benefit,unit,model_release,upright_url
ILLINOIS TOOL WORKS,category_total,Society,Society,-0.3,+10.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b7781942-486b-4655-9e9b-383b24f52c2c/Illinois%20Tool%20Works/
ILLINOIS TOOL WORKS,category_total,Knowledge,Knowledge,-2.0,+1.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b7781942-486b-4655-9e9b-383b24f52c2c/Illinois%20Tool%20Works/
ILLINOIS TOOL WORKS,category_total,Health,Health,-1.8,+1.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b7781942-486b-4655-9e9b-383b24f52c2c/Illinois%20Tool%20Works/
ILLINOIS TOOL WORKS,category_total,Environment,Environment,-13.4,+1.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b7781942-486b-4655-9e9b-383b24f52c2c/Illinois%20Tool%20Works/
ILLINOIS TOOL WORKS,submetric,Society,Taxes,,+4.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b7781942-486b-4655-9e9b-383b24f52c2c/Illinois%20Tool%20Works/
ILLINOIS TOOL WORKS,submetric,Society,Jobs,,+2.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b7781942-486b-4655-9e9b-383b24f52c2c/Illinois%20Tool%20Works/
ILLINOIS TOOL WORKS,submetric,Society,Societal infrastructure,,+3.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b7781942-486b-4655-9e9b-383b24f52c2c/Illinois%20Tool%20Works/
ILLINOIS TOOL WORKS,submetric,Society,Equality & human rights,-0.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b7781942-486b-4655-9e9b-383b24f52c2c/Illinois%20Tool%20Works/
ILLINOIS TOOL WORKS,submetric,Society,Societal stability,-0.2,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b7781942-486b-4655-9e9b-383b24f52c2c/Illinois%20Tool%20Works/
ILLINOIS TOOL WORKS,submetric,Knowledge,Scarce human capital,-2.0,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b7781942-486b-4655-9e9b-383b24f52c2c/Illinois%20Tool%20Works/
