company,row_type,category,metric,cost,benefit,unit,model_release,upright_url
SCHLUMBERGER,category_total,Society,Society,-0.6,+13.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,category_total,Knowledge,Knowledge,-3.0,+2.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,category_total,Health,Health,-2.2,+0.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,category_total,Environment,Environment,-19.2,+1.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,submetric,Society,Taxes,,+4.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,submetric,Society,Jobs,,+2.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,submetric,Society,Societal infrastructure,,+6.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,submetric,Society,Equality & human rights,-0.2,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,submetric,Society,Societal stability,-0.3,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,submetric,Knowledge,Scarce human capital,-3.0,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,submetric,Knowledge,Knowledge infrastructure,,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,submetric,Knowledge,Creating knowledge,,+2.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,submetric,Knowledge,Distributing knowledge,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,submetric,Health,Physical diseases,-2.0,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,submetric,Health,Mental diseases,-0.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,submetric,Health,Nutrition,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
SCHLUMBERGER,submetric,Health,Relationships,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/d6371d0b-d0b6-42aa-ada4-f0b0557687fd/Schlumberger/
