company,row_type,category,metric,cost,benefit,unit,model_release,upright_url
PROGRESSIVE,category_total,Society,Society,-1.1,+7.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,category_total,Knowledge,Knowledge,-3.9,+0.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,category_total,Health,Health,-2.4,+1.9,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,category_total,Environment,Environment,-9.1,+0.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Society,Taxes,,+2.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Society,Jobs,,+1.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Society,Societal infrastructure,,+3.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Society,Equality & human rights,-1.0,+0.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Society,Societal stability,-0.0,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Knowledge,Scarce human capital,-3.9,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Knowledge,Knowledge infrastructure,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Knowledge,Creating knowledge,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Knowledge,Distributing knowledge,,+0.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Health,Physical diseases,-2.1,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Health,Mental diseases,-0.2,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Health,Nutrition,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Health,Relationships,,+0.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Health,Meaning & joy,-0.1,+1.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Environment,GHG emissions,-4.5,+0.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Environment,Non-GHG emissions,-1.9,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
PROGRESSIVE,submetric,Environment,Scarce natural resources,-0.3,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/87272392-b279-4c12-a789-4c006014132f/Progressive/
