company,row_type,category,metric,cost,benefit,unit,model_release,upright_url
REGENCY CENTERS,category_total,Society,Society,-0.2,+10.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
REGENCY CENTERS,category_total,Knowledge,Knowledge,-2.8,+0.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
REGENCY CENTERS,category_total,Health,Health,-0.4,+0.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
REGENCY CENTERS,category_total,Environment,Environment,-8.1,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
REGENCY CENTERS,submetric,Society,Taxes,,+5.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
REGENCY CENTERS,submetric,Society,Jobs,,+2.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
REGENCY CENTERS,submetric,Society,Societal infrastructure,,+2.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
REGENCY CENTERS,submetric,Society,Equality & human rights,-0.2,+0.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
REGENCY CENTERS,submetric,Society,Societal stability,-0.0,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
REGENCY CENTERS,submetric,Knowledge,Scarce human capital,-2.8,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
REGENCY CENTERS,submetric,Knowledge,Knowledge infrastructure,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
REGENCY CENTERS,submetric,Knowledge,Creating knowledge,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
REGENCY CENTERS,submetric,Knowledge,Distributing knowledge,,+0.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
REGENCY CENTERS,submetric,Health,Physical diseases,-0.3,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/deaffe7f-4f13-44b0-9001-a6914e21cea7/Regency%20Centers/
