company,row_type,category,metric,cost,benefit,unit,model_release,upright_url
CENTERPOINT ENERGY,category_total,Society,Society,-1.0,+30.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b47c0ef2-154c-4252-b0cf-c992bf69a612/CenterPoint%20Energy/
CENTERPOINT ENERGY,category_total,Knowledge,Knowledge,-3.1,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b47c0ef2-154c-4252-b0cf-c992bf69a612/CenterPoint%20Energy/
CENTERPOINT ENERGY,category_total,Health,Health,-1.8,+0.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b47c0ef2-154c-4252-b0cf-c992bf69a612/CenterPoint%20Energy/
CENTERPOINT ENERGY,category_total,Environment,Environment,-24.6,+3.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b47c0ef2-154c-4252-b0cf-c992bf69a612/CenterPoint%20Energy/
CENTERPOINT ENERGY,submetric,Society,Taxes,,+4.9,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b47c0ef2-154c-4252-b0cf-c992bf69a612/CenterPoint%20Energy/
CENTERPOINT ENERGY,submetric,Society,Jobs,,+3.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b47c0ef2-154c-4252-b0cf-c992bf69a612/CenterPoint%20Energy/
CENTERPOINT ENERGY,submetric,Society,Societal infrastructure,,+22.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b47c0ef2-154c-4252-b0cf-c992bf69a612/CenterPoint%20Energy/
CENTERPOINT ENERGY,submetric,Society,Equality & human rights,-0.4,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b47c0ef2-154c-4252-b0cf-c992bf69a612/CenterPoint%20Energy/
CENTERPOINT ENERGY,submetric,Society,Societal stability,-0.6,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b47c0ef2-154c-4252-b0cf-c992bf69a612/CenterPoint%20Energy/
CENTERPOINT ENERGY,submetric,Knowledge,Scarce human capital,-3.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b47c0ef2-154c-4252-b0cf-c992bf69a612/CenterPoint%20Energy/
CENTERPOINT ENERGY,submetric,Knowledge,Knowledge infrastructure,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b47c0ef2-154c-4252-b0cf-c992bf69a612/CenterPoint%20Energy/
CENTERPOINT ENERGY,submetric,Knowledge,Creating knowledge,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b47c0ef2-154c-4252-b0cf-c992bf69a612/CenterPoint%20Energy/
