company,row_type,category,metric,cost,benefit,unit,model_release,upright_url
BIOGEN,category_total,Society,Society,-1.3,+11.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,category_total,Knowledge,Knowledge,-5.2,+3.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,category_total,Health,Health,-5.1,+18.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,category_total,Environment,Environment,-6.9,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Society,Taxes,,+5.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Society,Jobs,,+4.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Society,Societal infrastructure,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Society,Equality & human rights,-1.3,+1.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Society,Societal stability,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Knowledge,Scarce human capital,-5.2,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Knowledge,Knowledge infrastructure,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Knowledge,Creating knowledge,,+3.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Knowledge,Distributing knowledge,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Health,Physical diseases,-4.8,+15.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Health,Mental diseases,-0.3,+2.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Health,Nutrition,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Health,Relationships,,+0.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Health,Meaning & joy,,+0.9,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Environment,GHG emissions,-2.5,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Environment,Non-GHG emissions,-1.2,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Environment,Scarce natural resources,-0.7,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Environment,Biodiversity,-0.9,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
BIOGEN,submetric,Environment,Waste,-1.5,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/ffa8c820-cb79-4ee1-aa82-01e668dadee0/Biogen/
FIDELITY NATIONAL INFORMATION SERVICES,category_total,Society,Society,-0.3,+10.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,category_total,Knowledge,Knowledge,-6.3,+2.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,category_total,Health,Health,-0.5,+1.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,category_total,Environment,Environment,-2.7,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Society,Taxes,,+4.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Society,Jobs,,+2.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Society,Societal infrastructure,,+2.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Society,Equality & human rights,-0.3,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Society,Societal stability,-0.1,+0.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Knowledge,Scarce human capital,-6.3,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Knowledge,Knowledge infrastructure,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Knowledge,Creating knowledge,,+0.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Knowledge,Distributing knowledge,,+2.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Health,Physical diseases,-0.3,+0.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Health,Mental diseases,-0.1,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Health,Nutrition,,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Health,Relationships,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Health,Meaning & joy,-0.0,+0.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Environment,GHG emissions,-1.3,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Environment,Non-GHG emissions,-0.3,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Environment,Scarce natural resources,-0.3,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Environment,Biodiversity,-0.3,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
FIDELITY NATIONAL INFORMATION SERVICES,submetric,Environment,Waste,-0.4,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/6c841aa8-1e0e-4a81-beb5-706c4e38196b/Fidelity%20National%20Information%20Services/
M&T BANK,category_total,Society,Society,-0.4,+10.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/06986cf6-1870-437d-a49d-7230571387c9/M%26T%20Bank/
M&T BANK,category_total,Knowledge,Knowledge,-5.3,+0.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/06986cf6-1870-437d-a49d-7230571387c9/M%26T%20Bank/
M&T BANK,category_total,Health,Health,-0.5,+1.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/06986cf6-1870-437d-a49d-7230571387c9/M%26T%20Bank/
M&T BANK,category_total,Environment,Environment,-3.3,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/06986cf6-1870-437d-a49d-7230571387c9/M%26T%20Bank/
M&T BANK,submetric,Society,Taxes,,+3.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/06986cf6-1870-437d-a49d-7230571387c9/M%26T%20Bank/
M&T BANK,submetric,Society,Jobs,,+1.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/06986cf6-1870-437d-a49d-7230571387c9/M%26T%20Bank/
M&T BANK,submetric,Society,Societal infrastructure,,+5.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/06986cf6-1870-437d-a49d-7230571387c9/M%26T%20Bank/
M&T BANK,submetric,Society,Equality & human rights,-0.4,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/06986cf6-1870-437d-a49d-7230571387c9/M%26T%20Bank/
M&T BANK,submetric,Society,Societal stability,,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/06986cf6-1870-437d-a49d-7230571387c9/M%26T%20Bank/
