company,row_type,category,metric,cost,benefit,unit,model_release,upright_url
UNITED RENTALS,category_total,Society,Society,-0.2,+12.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,category_total,Knowledge,Knowledge,-1.8,+0.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,category_total,Health,Health,-1.8,+0.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,category_total,Environment,Environment,-12.1,+3.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Society,Taxes,,+3.9,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Society,Jobs,,+2.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Society,Societal infrastructure,,+5.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Society,Equality & human rights,-0.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Society,Societal stability,-0.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Knowledge,Scarce human capital,-1.8,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Knowledge,Knowledge infrastructure,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Knowledge,Creating knowledge,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Knowledge,Distributing knowledge,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Health,Physical diseases,-1.6,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Health,Mental diseases,-0.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Health,Nutrition,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Health,Relationships,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Health,Meaning & joy,-0.1,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Environment,GHG emissions,-6.3,+1.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Environment,Non-GHG emissions,-1.8,+0.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Environment,Scarce natural resources,-0.7,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Environment,Biodiversity,-2.2,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
UNITED RENTALS,submetric,Environment,Waste,-1.2,+0.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/1dbf382f-9a12-45da-b932-f0ec88070b88/United%20Rentals/
W. R. BERKLEY,category_total,Society,Society,-0.6,+5.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/895243d2-7dfa-4bbc-824d-c4c6ba8b8770/W.%20R.%20Berkley/
W. R. BERKLEY,category_total,Knowledge,Knowledge,-4.2,+0.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/895243d2-7dfa-4bbc-824d-c4c6ba8b8770/W.%20R.%20Berkley/
W. R. BERKLEY,category_total,Health,Health,-0.7,+1.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/895243d2-7dfa-4bbc-824d-c4c6ba8b8770/W.%20R.%20Berkley/
W. R. BERKLEY,category_total,Environment,Environment,-3.3,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/895243d2-7dfa-4bbc-824d-c4c6ba8b8770/W.%20R.%20Berkley/
W. R. BERKLEY,submetric,Society,Taxes,,+2.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/895243d2-7dfa-4bbc-824d-c4c6ba8b8770/W.%20R.%20Berkley/
W. R. BERKLEY,submetric,Society,Jobs,,+1.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/895243d2-7dfa-4bbc-824d-c4c6ba8b8770/W.%20R.%20Berkley/
W. R. BERKLEY,submetric,Society,Societal infrastructure,,+1.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/895243d2-7dfa-4bbc-824d-c4c6ba8b8770/W.%20R.%20Berkley/
W. R. BERKLEY,submetric,Society,Equality & human rights,-0.5,+0.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/895243d2-7dfa-4bbc-824d-c4c6ba8b8770/W.%20R.%20Berkley/
W. R. BERKLEY,submetric,Society,Societal stability,-0.0,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/895243d2-7dfa-4bbc-824d-c4c6ba8b8770/W.%20R.%20Berkley/
