company,row_type,category,metric,cost,benefit,unit,model_release,upright_url
WELLTOWER,category_total,Society,Society,-0.6,+22.9,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b9c97c5b-2b1d-444b-ac93-549176ea36a6/Welltower/
WELLTOWER,category_total,Knowledge,Knowledge,-2.3,+0.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b9c97c5b-2b1d-444b-ac93-549176ea36a6/Welltower/
WELLTOWER,category_total,Health,Health,-1.5,+6.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b9c97c5b-2b1d-444b-ac93-549176ea36a6/Welltower/
WELLTOWER,category_total,Environment,Environment,-7.7,+1.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b9c97c5b-2b1d-444b-ac93-549176ea36a6/Welltower/
WELLTOWER,submetric,Society,Taxes,,+6.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b9c97c5b-2b1d-444b-ac93-549176ea36a6/Welltower/
WELLTOWER,submetric,Society,Jobs,,+8.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b9c97c5b-2b1d-444b-ac93-549176ea36a6/Welltower/
WELLTOWER,submetric,Society,Societal infrastructure,,+8.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b9c97c5b-2b1d-444b-ac93-549176ea36a6/Welltower/
WELLTOWER,submetric,Society,Equality & human rights,-0.5,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b9c97c5b-2b1d-444b-ac93-549176ea36a6/Welltower/
WELLTOWER,submetric,Society,Societal stability,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b9c97c5b-2b1d-444b-ac93-549176ea36a6/Welltower/
WELLTOWER,submetric,Knowledge,Scarce human capital,-2.3,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b9c97c5b-2b1d-444b-ac93-549176ea36a6/Welltower/
