company,row_type,category,metric,cost,benefit,unit,model_release,upright_url
HEWLETT PACKARD,category_total,Society,Society,-0.4,+9.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/9bd805eb-55c6-494e-8057-66b66896a4d0/Hewlett%20Packard/
HEWLETT PACKARD,category_total,Knowledge,Knowledge,-4.6,+5.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/9bd805eb-55c6-494e-8057-66b66896a4d0/Hewlett%20Packard/
HEWLETT PACKARD,category_total,Health,Health,-1.2,+1.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/9bd805eb-55c6-494e-8057-66b66896a4d0/Hewlett%20Packard/
HEWLETT PACKARD,category_total,Environment,Environment,-5.8,+0.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/9bd805eb-55c6-494e-8057-66b66896a4d0/Hewlett%20Packard/
HEWLETT PACKARD,submetric,Society,Taxes,,+5.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/9bd805eb-55c6-494e-8057-66b66896a4d0/Hewlett%20Packard/
HEWLETT PACKARD,submetric,Society,Jobs,,+3.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/9bd805eb-55c6-494e-8057-66b66896a4d0/Hewlett%20Packard/
HEWLETT PACKARD,submetric,Society,Societal infrastructure,,+1.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/9bd805eb-55c6-494e-8057-66b66896a4d0/Hewlett%20Packard/
HEWLETT PACKARD,submetric,Society,Equality & human rights,-0.1,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/9bd805eb-55c6-494e-8057-66b66896a4d0/Hewlett%20Packard/
HEWLETT PACKARD,submetric,Society,Societal stability,-0.3,+0.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/9bd805eb-55c6-494e-8057-66b66896a4d0/Hewlett%20Packard/
HEWLETT PACKARD,submetric,Knowledge,Scarce human capital,-4.6,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/9bd805eb-55c6-494e-8057-66b66896a4d0/Hewlett%20Packard/
HEWLETT PACKARD,submetric,Knowledge,Knowledge infrastructure,,+3.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/9bd805eb-55c6-494e-8057-66b66896a4d0/Hewlett%20Packard/
HEWLETT PACKARD,submetric,Knowledge,Creating knowledge,,+1.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/9bd805eb-55c6-494e-8057-66b66896a4d0/Hewlett%20Packard/
