company,row_type,category,metric,cost,benefit,unit,model_release,upright_url
INTERCONTINENTAL EXCHANGE,category_total,Society,Society,-1.5,+6.9,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,category_total,Knowledge,Knowledge,-5.8,+2.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,category_total,Health,Health,-0.4,+0.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,category_total,Environment,Environment,-2.3,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Society,Taxes,,+3.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Society,Jobs,,+2.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Society,Societal infrastructure,,+1.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Society,Equality & human rights,-0.4,+0.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Society,Societal stability,-1.1,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Knowledge,Scarce human capital,-5.8,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Knowledge,Knowledge infrastructure,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Knowledge,Creating knowledge,,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Knowledge,Distributing knowledge,,+1.9,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Health,Physical diseases,-0.2,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Health,Mental diseases,-0.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Health,Nutrition,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Health,Relationships,-0.0,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Health,Meaning & joy,-0.1,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Environment,GHG emissions,-1.1,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Environment,Non-GHG emissions,-0.3,+0.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Environment,Scarce natural resources,-0.3,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Environment,Biodiversity,-0.3,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
INTERCONTINENTAL EXCHANGE,submetric,Environment,Waste,-0.4,+0.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8c27f753-7bf0-44fb-9d1b-ae1569a59c9b/Intercontinental%20Exchange/
EXPEDITORS,category_total,Society,Society,-0.1,+12.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/7464c83a-d826-45e0-a4cd-445d63fb4e81/Expeditors/
EXPEDITORS,category_total,Knowledge,Knowledge,-1.9,+0.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/7464c83a-d826-45e0-a4cd-445d63fb4e81/Expeditors/
EXPEDITORS,category_total,Health,Health,-0.5,+0.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/7464c83a-d826-45e0-a4cd-445d63fb4e81/Expeditors/
EXPEDITORS,category_total,Environment,Environment,-12.4,+0.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/7464c83a-d826-45e0-a4cd-445d63fb4e81/Expeditors/
EXPEDITORS,submetric,Society,Taxes,,+4.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/7464c83a-d826-45e0-a4cd-445d63fb4e81/Expeditors/
EXPEDITORS,submetric,Society,Jobs,,+2.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/7464c83a-d826-45e0-a4cd-445d63fb4e81/Expeditors/
EXPEDITORS,submetric,Society,Societal infrastructure,,+5.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/7464c83a-d826-45e0-a4cd-445d63fb4e81/Expeditors/
EXPEDITORS,submetric,Society,Equality & human rights,-0.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/7464c83a-d826-45e0-a4cd-445d63fb4e81/Expeditors/
EXPEDITORS,submetric,Society,Societal stability,-0.0,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/7464c83a-d826-45e0-a4cd-445d63fb4e81/Expeditors/
EXPEDITORS,submetric,Knowledge,Scarce human capital,-1.9,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/7464c83a-d826-45e0-a4cd-445d63fb4e81/Expeditors/
EXPEDITORS,submetric,Knowledge,Knowledge infrastructure,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/7464c83a-d826-45e0-a4cd-445d63fb4e81/Expeditors/
