company,row_type,category,metric,cost,benefit,unit,model_release,upright_url
ABBOTT LABORATORIES,category_total,Society,Society,-0.5,+8.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,category_total,Knowledge,Knowledge,-3.1,+1.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,category_total,Health,Health,-2.6,+20.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,category_total,Environment,Environment,-7.4,+0.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Society,Taxes,,+4.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Society,Jobs,,+3.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Society,Societal infrastructure,,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Society,Equality & human rights,-0.4,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Society,Societal stability,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Knowledge,Scarce human capital,-3.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Knowledge,Knowledge infrastructure,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Knowledge,Creating knowledge,,+1.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Knowledge,Distributing knowledge,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Health,Physical diseases,-2.4,+13.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Health,Mental diseases,-0.2,+2.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Health,Nutrition,,+3.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Health,Relationships,,+0.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Health,Meaning & joy,-0.1,+0.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Environment,GHG emissions,-3.1,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Environment,Non-GHG emissions,-1.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Environment,Scarce natural resources,-0.4,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Environment,Biodiversity,-1.3,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
ABBOTT LABORATORIES,submetric,Environment,Waste,-1.6,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/bae297bf-d5af-4d2c-95cd-a2840722dec4/Abbott%20Laboratories/
BEST BUY,category_total,Society,Society,-0.6,+12.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,category_total,Knowledge,Knowledge,-4.9,+1.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,category_total,Health,Health,-3.5,+2.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,category_total,Environment,Environment,-13.3,+0.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Society,Taxes,,+6.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Society,Jobs,,+4.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Society,Societal infrastructure,,+1.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Society,Equality & human rights,-0.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Society,Societal stability,-0.5,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Knowledge,Scarce human capital,-4.8,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Knowledge,Knowledge infrastructure,,+1.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Knowledge,Creating knowledge,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Knowledge,Distributing knowledge,-0.1,+0.3,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Health,Physical diseases,-1.7,+1.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Health,Mental diseases,-1.3,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Health,Nutrition,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Health,Relationships,-0.1,+0.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Health,Meaning & joy,-0.3,+0.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Environment,GHG emissions,-6.0,+0.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Environment,Non-GHG emissions,-1.7,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Environment,Scarce natural resources,-0.9,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Environment,Biodiversity,-2.0,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
BEST BUY,submetric,Environment,Waste,-2.6,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/8765771b-f4ee-4a48-a191-88a98e4c49ac/Best%20Buy/
LYONDELLBASELL INDUSTRIES,category_total,Society,Society,-0.8,+9.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,category_total,Knowledge,Knowledge,-2.2,+0.4,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,category_total,Health,Health,-4.4,+1.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,category_total,Environment,Environment,-20.9,+0.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Society,Taxes,,+3.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Society,Jobs,,+2.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Society,Societal infrastructure,,+3.7,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Society,Equality & human rights,-0.2,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Society,Societal stability,-0.6,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Knowledge,Scarce human capital,-2.2,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Knowledge,Knowledge infrastructure,,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Knowledge,Creating knowledge,,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Knowledge,Distributing knowledge,,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Health,Physical diseases,-3.8,+1.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Health,Mental diseases,-0.2,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Health,Nutrition,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Health,Relationships,,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Health,Meaning & joy,-0.3,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Environment,GHG emissions,-10.9,+0.5,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Environment,Non-GHG emissions,-3.6,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Environment,Scarce natural resources,-0.8,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Environment,Biodiversity,-3.0,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
LYONDELLBASELL INDUSTRIES,submetric,Environment,Waste,-2.6,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/2c6e53da-9b61-47e5-96c4-6aceeb2688ef/LyondellBasell%20Industries/
DOLLAR GENERAL,category_total,Society,Society,-0.8,+11.8,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b0bba363-48ba-4fc0-9491-097e5ffe6d4e/Dollar%20General/
DOLLAR GENERAL,category_total,Knowledge,Knowledge,-3.6,+0.2,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b0bba363-48ba-4fc0-9491-097e5ffe6d4e/Dollar%20General/
DOLLAR GENERAL,category_total,Health,Health,-12.8,+6.0,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b0bba363-48ba-4fc0-9491-097e5ffe6d4e/Dollar%20General/
DOLLAR GENERAL,category_total,Environment,Environment,-14.9,+0.9,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b0bba363-48ba-4fc0-9491-097e5ffe6d4e/Dollar%20General/
DOLLAR GENERAL,submetric,Society,Taxes,,+6.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b0bba363-48ba-4fc0-9491-097e5ffe6d4e/Dollar%20General/
DOLLAR GENERAL,submetric,Society,Jobs,,+4.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b0bba363-48ba-4fc0-9491-097e5ffe6d4e/Dollar%20General/
DOLLAR GENERAL,submetric,Society,Societal infrastructure,,+1.6,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b0bba363-48ba-4fc0-9491-097e5ffe6d4e/Dollar%20General/
DOLLAR GENERAL,submetric,Society,Equality & human rights,-0.2,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b0bba363-48ba-4fc0-9491-097e5ffe6d4e/Dollar%20General/
DOLLAR GENERAL,submetric,Society,Societal stability,-0.7,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b0bba363-48ba-4fc0-9491-097e5ffe6d4e/Dollar%20General/
DOLLAR GENERAL,submetric,Knowledge,Scarce human capital,-3.6,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b0bba363-48ba-4fc0-9491-097e5ffe6d4e/Dollar%20General/
DOLLAR GENERAL,submetric,Knowledge,Knowledge infrastructure,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b0bba363-48ba-4fc0-9491-097e5ffe6d4e/Dollar%20General/
DOLLAR GENERAL,submetric,Knowledge,Creating knowledge,,+0.1,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b0bba363-48ba-4fc0-9491-097e5ffe6d4e/Dollar%20General/
DOLLAR GENERAL,submetric,Knowledge,Distributing knowledge,-0.1,,cents per dollar of revenue,1.12.0,https://uprightplatform.com/company/b0bba363-48ba-4fc0-9491-097e5ffe6d4e/Dollar%20General/
