company,industry,country_of_hq,revenue,employee_count,net_impact_ratio,rank_top_percent,benchmark_percent_lower,largest_cost,largest_benefit,model_release,upright_url,scraped_at_utc
KLA,Computer Hardware,United States of America,"10,499.19 M$","15,000 employees",+31%,41%,59.71,Scarce human capital 5.48k scarce worker years,Taxes 9.19M days of primary education,1.12.0,https://uprightplatform.com/company/fb1b6822-f2dc-4356-af3d-7e1df1775b1c/KLA/,2026-09-13T02:14:37.161315+00:00
DARDEN RESTAURANTS,"Leisure, Sports and Recreation",United States of America,"10,487.10 M$","190,000 employees",-22%,78%,22.69,Physical diseases 71.4k life years,Nutrition 3.39bn bananas,1.12.0,https://uprightplatform.com/company/bc984bcc-304e-4717-8915-5044e29fef23/Darden%20Restaurants/,2026-09-13T02:14:40.484955+00:00
VF CORPORATION,Consumer Product Manufacturing,United States of America,"10,454.67 M$","16,200 employees",-16%,75%,25.29,GHG emissions 1.62M tons of GHG emissions,Jobs 64.4k direct or indirect jobs,1.12.0,https://uprightplatform.com/company/8ff8ba0a-d7b1-4e27-8ba5-ee68a96d3ca7/VF%20Corporation/,2026-09-13T02:14:43.782326+00:00
PUBLIC SERVICE,Energy and Environmental,United States of America,"10,430.00 M$","13,047 employees",+20%,50%,50.25,GHG emissions 3.20M tons of GHG emissions,Societal infrastructure 66.2M long-haul train rides,1.12.0,https://uprightplatform.com/company/602f6505-8eb4-4add-9565-5b3f2cb9218f/Public%20Service/,2026-09-13T02:14:47.214954+00:00
INTERPUBLIC,Corporate Services,United States of America,"10,345.20 M$","53,300 employees",+9%,59%,41.24,Scarce human capital 9.19k scarce worker years,Taxes 8.87M days of primary education,1.12.0,https://uprightplatform.com/company/137f2fa1-7ff9-4eaa-97f0-57237a118ac0/Interpublic/,2026-09-13T02:14:50.547765+00:00
AMERICAN TOWER,Real Estate,United States of America,"10,259.60 M$","4,691 employees",-30%,81%,19.63,"Biodiversity 2,380,000 square meters of felled forest",Taxes 7.61M days of primary education,1.12.0,https://uprightplatform.com/company/f9d8762a-4bcb-423c-9d0d-63dfe6729e3f/American%20Tower/,2026-09-13T02:14:53.832232+00:00
CAMPBELL SOUP,Food and Beverage,United States of America,"10,225.00 M$","14,400 employees",-60%,89%,11.27,Physical diseases 89.6k life years,Nutrition 3.33bn bananas,1.12.0,https://uprightplatform.com/company/166a459a-7c21-4250-acf4-658aaedc997e/Campbell%20Soup/,2026-09-13T02:14:57.181722+00:00
SEAGATE TECHNOLOGY,Computer Hardware,Singapore,"10,058.00 M$","30,000 employees",-0%,66%,34.35,GHG emissions 831k tons of GHG emissions,Taxes 7.87M days of primary education,1.12.0,https://uprightplatform.com/company/f09e43ec-5d2c-45fb-836a-8f56e8d7c502/Seagate%20Technology/,2026-09-13T02:15:00.903415+00:00
NEWS,Media,United States of America,"9,941.00 M$","22,300 employees",+50%,21%,79.74,Scarce human capital 6.42k scarce worker years,Taxes 10.0M days of primary education,1.12.0,https://uprightplatform.com/company/2d10dc0b-c031-459c-86f6-75694a67d574/News/,2026-09-13T02:15:04.562682+00:00
CINTAS,Corporate Services,United States of America,"9,940.48 M$","46,500 employees",+39%,33%,67.53,GHG emissions 1.15M tons of GHG emissions,Jobs 82.1k direct or indirect jobs,1.12.0,https://uprightplatform.com/company/e274b108-1cfa-49aa-aefc-d2a9c315196f/Cintas/,2026-09-13T02:15:07.994873+00:00
