parent_name,parent_entity_id,parent_entity_type,parent_lei,parent_permid,parent_registration_country,parent_headquarter_country,overall_share_percent,ownership_path,ownership_path_datasource_ids,immediate_source_owner,immediate_source_owner_entity_id,source_operator,source_operator_id,percentage_of_operation,source_id,source_name,source_sector,source_subsector,iso3_country
Daiichi Life Group Inc,E100002022203,legal entity,549300ZUFXI7JXZVTZ25,4295880128,JPN,JPN,0.71,Daiichi Life Group Inc -> The Dai-ichi Life Insurance Co Ltd [100.0%] -> Custody Bank of Japan Ltd [8.0%] -> Mitsui Mining & Smelting Co Ltd [8.87%] -> Miike Mine power station [100.0%],,Mitsui Mining & Smelting Co Ltd,E100000120857,,,,41629886,Miike Mine power station,power,electricity-generation,JPN
Mitsui Mining & Smelting Co Ltd,E100000120857,legal entity,35380021EYAHSQM25559,4295877414,JPN,JPN,100,Mitsui Mining & Smelting Co Ltd -> Miike Mine power station [100.0%],,Mitsui Mining & Smelting Co Ltd,E100000120857,,,,41629886,Miike Mine power station,power,electricity-generation,JPN
BlackRock Inc,E100001000348,legal entity,549300LRIF3NWCU26A80,4295900990,USA,USA,0.01,BlackRock Inc -> State Street Corp [8.81%] -> State Street Bank and Trust Co [100.0%] -> Resonac Holdings Corp [6.5%] -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Mitsui Mining & Smelting Co Ltd [8.87%] -> Miike Mine power station [100.0%],,Mitsui Mining & Smelting Co Ltd,E100000120857,,,,41629886,Miike Mine power station,power,electricity-generation,JPN
IDI Infrastructures Inc,E100000120594,legal entity,not found,5000448243,JPN,JPN,,IDI Infrastructures Inc -> Miike Power Station Co Ltd [unknown %] -> Miike power station [100.0%],,Miike Power Station Co Ltd,E100000120842,,,,25451372,Miike power station,power,electricity-generation,JPN
Toshiba Corp,E100000121461,legal entity,549300LBHTST91VKHO68,4295877311,JPN,JPN,,Toshiba Corp -> Toshiba Energy Systems & Solutions Corp [unknown %] -> Sigma Power Ariake Co Ltd [unknown %] -> Mikawa power station [unknown %],,Sigma Power Ariake Co Ltd,E100000121294,,,,451614,Mikawa power station,power,electricity-generation,JPN
Nuclear Damage Compensation and Decommissioning Facilitation Corp,E100001000894,legal entity,not found,5037124730,JPN,JPN,27.38,Nuclear Damage Compensation and Decommissioning Facilitation Corp -> Tokyo Electric Power Co [54.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
JERA Co Inc,E100000001533,legal entity,353800OO5E7W1FV1SB75,5046279622,JPN,JPN,100,JERA Co Inc -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Daiichi Life Group Inc,E100002022203,legal entity,549300ZUFXI7JXZVTZ25,4295880128,JPN,JPN,0.23,Daiichi Life Group Inc -> The Dai-ichi Life Insurance Co Ltd [100.0%] -> Custody Bank of Japan Ltd [8.0%] -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
The Norinchukin Trust & Banking Co Ltd,E100001016126,legal entity,353800KATW3NT9UZ7C55,5000030180,JPN,JPN,0.75,The Norinchukin Trust & Banking Co Ltd -> The Master Trust Bank of Japan Ltd [10.0%] -> Chubu Electric Power Co Inc [15.05%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Tokyo Electric Power Co,E100000000659,legal entity,5299004EMJ3R4RVR5Y75,4295880644,JPN,JPN,50,Tokyo Electric Power Co -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
State Street Corp,E100001010596,legal entity,549300ZFEEJ2IP5VME73,4295904976,USA,USA,0.03,State Street Corp -> State Street Bank and Trust Co [100.0%] -> Resonac Holdings Corp [6.5%] -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Resonac Holdings Corp,E100002011285,legal entity,5493006AIPA1V92YPP18,4295877962,JPN,JPN,0.48,Resonac Holdings Corp -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Asahi Mutual Life Insurance Co,E100001016257,legal entity,549300ZTKF2W3KCEJ782,4295880659,JPN,JPN,0.14,Asahi Mutual Life Insurance Co -> Custody Bank of Japan Ltd [5.0%] -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Custody Bank of Japan Ltd,E100001000179,legal entity,549300300IVF7LGDV529,5000069627,JPN,JPN,2.88,Custody Bank of Japan Ltd -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Sumitomo Mitsui Trust Group ,E100001016255,legal entity,353800P843RLCDBLNT17,4295878477,JPN,JPN,0.96,Sumitomo Mitsui Trust Group  -> Custody Bank of Japan Ltd [33.3%] -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
The Master Trust Bank of Japan Ltd,E100001000178,legal entity,5493009GCYS5Q8HOI372,4296024114,JPN,JPN,7.52,The Master Trust Bank of Japan Ltd -> Chubu Electric Power Co Inc [15.05%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
The Dai-ichi Life Insurance Co Ltd,E100000133542,legal entity,3538001235ACEIORUV72,5050714842,JPN,JPN,0.23,The Dai-ichi Life Insurance Co Ltd -> Custody Bank of Japan Ltd [8.0%] -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Mitsubishi UFJ Financial Group Inc,E100001016498,legal entity,353800V2V8PUY9TK3E06,5000000933,JPN,JPN,3.5,Mitsubishi UFJ Financial Group Inc -> Mitsubishi UFJ Trust and Banking Corp [100.0%] -> The Master Trust Bank of Japan Ltd [46.5%] -> Chubu Electric Power Co Inc [15.05%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
small shareholder(s) ,E100001015587,unknown entity,not applicable,not applicable,,,39.6,small shareholder(s)  -> Chubu Electric Power Co Inc [79.2%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Chubu Electric Power Co Inc,E100000000630,legal entity,529900A76GOP0PGNHT63,4295880504,JPN,JPN,50,Chubu Electric Power Co Inc -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
The Vanguard Group Inc,E100001010595,legal entity,5493002789CX3L0CJP65,4297651992,USA,USA,0,The Vanguard Group Inc -> State Street Corp [13.13%] -> State Street Bank and Trust Co [100.0%] -> Resonac Holdings Corp [6.5%] -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Mizuho Financial Group Inc,E100000134222,legal entity,353800CI5L6DDAN5XZ33,4295878505,JPN,JPN,0.78,Mizuho Financial Group Inc -> Custody Bank of Japan Ltd [27.0%] -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
member/employee owned ,E100002001974,person,not applicable,not applicable,,,,member/employee owned  -> Nippon Life Insurance Co [unknown %] -> The Master Trust Bank of Japan Ltd [33.5%] -> Chubu Electric Power Co Inc [15.05%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Nippon Life Insurance Co,E100001000382,legal entity,549300Y0HHMFW3EVWY08,4295880569,JPN,JPN,2.52,Nippon Life Insurance Co -> The Master Trust Bank of Japan Ltd [33.5%] -> Chubu Electric Power Co Inc [15.05%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Meiji Yasuda Life Insurance Co,E100001011617,legal entity,549300SLU4LP6YMRLK07,4295878049,JPN,JPN,0.75,Meiji Yasuda Life Insurance Co -> The Master Trust Bank of Japan Ltd [10.0%] -> Chubu Electric Power Co Inc [15.05%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Norinchukin Bank ,E100001016492,legal entity,5493007VSMFZCPV1NB83,4295878071,JPN,JPN,0.75,Norinchukin Bank  -> The Norinchukin Trust & Banking Co Ltd [100.0%] -> The Master Trust Bank of Japan Ltd [10.0%] -> Chubu Electric Power Co Inc [15.05%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
State Street Bank and Trust Co,E100000136108,legal entity,571474TGEMMWANRLN572,4296555888,USA,USA,0.03,State Street Bank and Trust Co -> Resonac Holdings Corp [6.5%] -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Blackrock Advisors LLC,E100001015833,legal entity,5493001LN9MRM6A35J74,4296341404,USA,USA,0,Blackrock Advisors LLC -> BlackRock Inc [5.07%] -> State Street Corp [8.81%] -> State Street Bank and Trust Co [100.0%] -> Resonac Holdings Corp [6.5%] -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Government of Japan ,E100001011136,state,353800WZS8AXZXFUC241,5035561315,JPN,JPN,27.38,Government of Japan  -> Nuclear Damage Compensation and Decommissioning Facilitation Corp [100.0%] -> Tokyo Electric Power Co [54.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Resona Bank Ltd,E100001016256,legal entity,549300RHQA2HXUOC5Z25,5000007230,JPN,JPN,0.48,Resona Bank Ltd -> Custody Bank of Japan Ltd [16.7%] -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
natural person(s) ,E100000123261,person,not applicable,not applicable,,,0.16,natural person(s)  -> Mizuho Financial Group Inc [21.13%] -> Custody Bank of Japan Ltd [27.0%] -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
BlackRock Inc,E100001000348,legal entity,549300LRIF3NWCU26A80,4295900990,USA,USA,0,BlackRock Inc -> State Street Corp [8.81%] -> State Street Bank and Trust Co [100.0%] -> Resonac Holdings Corp [6.5%] -> Resona Bank Ltd [100.0%] -> Custody Bank of Japan Ltd [16.7%] -> Chubu Electric Power Co Inc [5.75%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Mitsubishi UFJ Trust and Banking Corp,E100001016125,legal entity,JBONEPAGQXF4QP29B387,4295880553,JPN,JPN,3.5,Mitsubishi UFJ Trust and Banking Corp -> The Master Trust Bank of Japan Ltd [46.5%] -> Chubu Electric Power Co Inc [15.05%] -> JERA Co Inc [50.0%] -> Minami Yokohama thermal power station [100.0%],,JERA Co Inc,E100000001533,,,,25452338,Minami Yokohama thermal power station,power,electricity-generation,JPN
Tokyo 23 Ward Cleaning Affairs Association ,E100002016169,legal entity,not found,not found,JPN,JPN,,Tokyo 23 Ward Cleaning Affairs Association  -> Minato Tokyo power station [unknown %],,Tokyo 23 Ward Cleaning Affairs Association ,E100002016169,,,,49701642,Minato Tokyo power station,power,electricity-generation,JPN
City of Tokyo ,E100000150695,state,353800FABE4GGB1BMO18,4296540301,JPN,JPN,,City of Tokyo  -> Tokyo 23 Ward Cleaning Affairs Association  [100.0%] -> Minato Tokyo power station [unknown %],,Tokyo 23 Ward Cleaning Affairs Association ,E100002016169,,,,49701642,Minato Tokyo power station,power,electricity-generation,JPN
