ticker,security,gics_sector,level_score,level_intensity_tco2e_per_usd,scope1_is_estimated,scope2_is_estimated,velocity_score,velocity_basis,velocity_details,integrity_score,integrity_disclosure_quality,integrity_cross_source_agreement,integrity_basis,environmental_composite_score
FSLR,First Solar,Information Technology,0.0,0.00014654696714456192,False,False,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,81.0,90.0,67.5,with_cross_validation,60.3
DECK,Deckers Brands,Consumer Discretionary,88.1,6.836679093233969e-06,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,12.0,12.0,,disclosure_quality_only,60.0
KVUE,Kenvue,Consumer Staples,80.3,1.367296209761163e-05,False,False,0.0,measured_trend,"Measured: 73,841 -> 73,841 tCO2e over 4 yr(s) (12/31/2020 baseline, 2024 assumed current year) = 0.00%/yr observed vs. 4.2%/yr required (1.5C pathway).",99.1,100.0,97.7,with_cross_validation,59.8
LOW,Lowe's,Consumer Discretionary,74.4,1.3250177528670462e-05,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,85.0,90.0,77.4,with_cross_validation,59.8
GLW,Corning Inc.,Information Technology,0.0,0.00022585047027928084,False,False,90.8,measured_trend,"Measured: 821,477 -> 727,468 tCO2e over 3 yr(s) (12/31/2021 baseline, 2024 assumed current year) = 3.81%/yr observed vs. 4.2%/yr required (1.5C pathway).",87.9,100.0,69.7,with_cross_validation,59.6
NTRS,Northern Trust,Financials,93.9,1.1087776719771602e-06,True,True,40.0,target_ambition,SBTi points: 1/2 for validation status (Committed) + 0/2 for ambition (unclassified) + 1/1 for a net-zero target (Committed) = 2/5 -> 40.0.,44.5,12.0,93.3,with_cross_validation,59.5
CTSH,Cognizant,Information Technology,78.1,1.227067716884114e-05,False,False,0.0,measured_trend,"Measured: 15,789 -> 15,789 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = 0.00%/yr observed vs. 4.2%/yr required (1.5C pathway).",100.0,100.0,,disclosure_quality_only,59.4
ULTA,Ulta Beauty,Consumer Discretionary,86.3,7.698411460869189e-06,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,12.0,12.0,,disclosure_quality_only,59.4
IP,International Paper,Materials,63.8,0.0003910733658259755,False,True,60.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 1/2 for ambition (Well-below 2°C) + 0/1 for a net-zero target (none) = 3/5 -> 60.0.,54.1,34.0,84.1,with_cross_validation,59.3
MOS,Mosaic Company (The),Materials,66.3,0.00036599816633384446,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,91.2,90.0,92.9,with_cross_validation,59.2
CL,Colgate-Palmolive,Consumer Staples,67.3,2.0007602946134786e-05,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,90.0,90.0,,disclosure_quality_only,59.1
EIX,Edison International,Utilities,99.3,6.409779967459546e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,58.1,34.0,94.2,with_cross_validation,59.1
REG,Regency Centers,Real Estate,83.2,3.823694760848069e-05,True,True,60.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 1/2 for ambition (Well-below 2°C) + 0/1 for a net-zero target (none) = 3/5 -> 60.0.,34.2,12.0,67.5,with_cross_validation,59.1
CMG,Chipotle Mexican Grill,Consumer Discretionary,54.9,2.237070949302444e-05,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,42.2,12.0,87.4,with_cross_validation,59.0
ESS,Essex Property Trust,Real Estate,55.1,9.698704255663977e-05,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,41.6,12.0,86.0,with_cross_validation,58.9
NOC,Northrop Grumman,Industrials,98.6,1.1278631529500877e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,58.1,34.0,94.3,with_cross_validation,58.9
WAT,Waters Corporation,Health Care,80.6,4.75530581627718e-06,False,False,0.0,measured_trend,"Measured: 14,759 -> 14,759 tCO2e over 1 yr(s) (12/31/2024 baseline, 2024 assumed current year) = 0.00%/yr observed vs. 4.2%/yr required (1.5C pathway).",96.2,100.0,90.6,with_cross_validation,58.9
EW,Edwards Lifesciences,Health Care,82.2,4.403052663283681e-06,False,False,0.0,measured_trend,"Measured: 7,985 -> 7,985 tCO2e over 3 yr(s) (12/31/2021 baseline, 2024 assumed current year) = 0.00%/yr observed vs. 4.2%/yr required (1.5C pathway).",94.2,100.0,85.5,with_cross_validation,58.8
AON,Aon plc,Financials,82.2,2.6558569409101288e-06,False,False,0.0,measured_trend,"Measured: 14,464 -> 22,583 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = -11.23%/yr observed vs. 4.2%/yr required (1.5C pathway).",93.2,100.0,83.0,with_cross_validation,58.5
BSX,Boston Scientific,Health Care,80.0,4.882882513336727e-06,False,False,0.0,measured_trend,"Measured: 79,002 -> 82,704 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = -0.94%/yr observed vs. 4.2%/yr required (1.5C pathway).",95.5,100.0,88.9,with_cross_validation,58.5
KIM,Kimco Realty,Real Estate,81.8,4.1022041616589564e-05,True,True,60.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 1/2 for ambition (Well-below 2°C) + 0/1 for a net-zero target (none) = 3/5 -> 60.0.,33.8,12.0,66.5,with_cross_validation,58.5
DTE,DTE Energy,Utilities,68.2,0.0013814150854009135,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,86.8,80.0,97.1,with_cross_validation,58.3
GPN,Global Payments,Financials,64.2,5.046956397149744e-06,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,90.5,90.0,91.3,with_cross_validation,58.2
REGN,Regeneron Pharmaceuticals,Health Care,66.3,7.765980593617557e-06,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,88.2,90.0,85.6,with_cross_validation,58.2
SBAC,SBA Communications,Real Estate,65.7,7.479344322940648e-05,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,28.8,12.0,53.9,with_cross_validation,58.2
HII,Huntington Ingalls Industries,Industrials,97.5,1.4515426127955183e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,56.1,34.0,89.3,with_cross_validation,57.9
SJM,J.M. Smucker Company (The),Consumer Staples,71.2,1.81331021307753e-05,False,False,16.5,measured_trend,"Measured: 171,356 -> 165,414 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = 0.69%/yr observed vs. 4.2%/yr required (1.5C pathway).",85.9,82.0,91.7,with_cross_validation,57.9
PAYX,Paychex,Industrials,97.8,1.3698956149193548e-05,True,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,55.7,56.0,55.2,with_cross_validation,57.8
AMT,American Tower,Real Estate,75.7,5.3787175215878534e-05,True,True,60.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 1/2 for ambition (Well-below 2°C) + 0/1 for a net-zero target (none) = 3/5 -> 60.0.,37.2,12.0,75.0,with_cross_validation,57.6
ITW,Illinois Tool Works,Industrials,97.3,1.4953494269775281e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,55.5,34.0,87.7,with_cross_validation,57.6
TJX,TJX Companies,Consumer Discretionary,85.4,8.121161477850547e-06,False,False,0.0,measured_trend,"Measured: 69,695 -> 143,258 tCO2e over 14 yr(s) (01/31/2010 baseline, 2024 assumed current year) = -7.54%/yr observed vs. 4.2%/yr required (1.5C pathway).",87.0,100.0,67.4,with_cross_validation,57.5
HD,Home Depot,Consumer Discretionary,85.5,8.053843017884457e-06,False,False,0.0,measured_trend,"Measured: 607,055 -> 628,738 tCO2e over 3 yr(s) (01/31/2021 baseline, 2024 assumed current year) = -1.19%/yr observed vs. 4.2%/yr required (1.5C pathway).",86.7,100.0,66.8,with_cross_validation,57.4
CHD,Church & Dwight,Consumer Staples,74.4,1.655809016874687e-05,False,False,0.0,measured_trend,"Measured: 81,240 -> 89,596 tCO2e over 8 yr(s) (12/31/2016 baseline, 2024 assumed current year) = -1.29%/yr observed vs. 4.2%/yr required (1.5C pathway).",97.9,100.0,94.7,with_cross_validation,57.4
GS,Goldman Sachs,Financials,95.0,9.592171100011809e-07,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,57.2,34.0,92.1,with_cross_validation,57.4
ATO,Atmos Energy,Utilities,99.8,3.9063209536060624e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,52.2,34.0,79.5,with_cross_validation,57.3
D,Dominion Energy,Utilities,61.7,0.0016539401674566935,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,90.1,90.0,90.3,with_cross_validation,57.3
BA,Boeing,Industrials,99.1,9.844177072079175e-06,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,52.1,34.0,79.3,with_cross_validation,57.1
CNP,CenterPoint Energy,Utilities,91.3,0.0004000856813328414,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,60.1,34.0,99.2,with_cross_validation,57.1
EOG,EOG Resources,Energy,100.0,2.9404498519403884e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,50.9,34.0,76.2,with_cross_validation,57.0
LMT,Lockheed Martin,Industrials,99.4,8.903698514802766e-06,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,51.5,34.0,77.7,with_cross_validation,57.0
GOOGL,Alphabet Inc. (Class A),Communication Services,67.5,7.85617231567053e-06,False,False,14.5,measured_trend,"Measured: 81,900 -> 79,400 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = 0.61%/yr observed vs. 4.2%/yr required (1.5C pathway).",88.6,100.0,71.5,with_cross_validation,56.9
GOOG,Alphabet Inc. (Class C),Communication Services,67.5,7.85617231567053e-06,False,False,14.5,measured_trend,"Measured: 81,900 -> 79,400 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = 0.61%/yr observed vs. 4.2%/yr required (1.5C pathway).",88.6,100.0,71.5,with_cross_validation,56.9
USB,U.S. Bancorp,Financials,63.9,5.083016738966841e-06,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,86.1,90.0,80.3,with_cross_validation,56.7
HWM,Howmet Aerospace,Industrials,94.5,2.330177771817142e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,55.1,34.0,86.7,with_cross_validation,56.5
OKE,Oneok,Energy,95.1,9.60924911472033e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,54.4,34.0,85.1,with_cross_validation,56.5
MLM,Martin Marietta Materials,Materials,31.6,0.000713630720992823,False,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,57.2,34.0,92.1,with_cross_validation,56.3
TSCO,Tractor Supply,Consumer Discretionary,73.3,1.377714483037683e-05,False,False,10,target_ambition,SBTi commitment removed -- negative signal.,85.6,90.0,79.1,with_cross_validation,56.3
MU,Micron Technology,Information Technology,90.8,5.412319890202313e-06,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,57.7,34.0,93.2,with_cross_validation,56.2
FCX,Freeport-McMoRan,Materials,72.9,0.00030014590345260763,False,False,0.0,measured_trend,"Measured: 4,964,720 -> 5,139,523 tCO2e over 6 yr(s) (12/31/2018 baseline, 2024 assumed current year) = -0.59%/yr observed vs. 4.2%/yr required (1.5C pathway).",95.3,100.0,88.3,with_cross_validation,56.1
XOM,ExxonMobil,Energy,92.9,0.00011779422420424594,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,55.0,34.0,86.5,with_cross_validation,56.0
FITB,Fifth Third Bancorp,Financials,56.7,6.028925478054345e-06,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,91.3,90.0,93.2,with_cross_validation,56.0
CAT,Caterpillar Inc.,Industrials,97.7,1.3743249355656171e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,50.1,34.0,74.4,with_cross_validation,55.9
KO,Coca-Cola Company (The),Consumer Staples,57.2,2.49346892995173e-05,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,90.6,90.0,91.6,with_cross_validation,55.9
TXT,Textron,Industrials,98.2,1.2355204134017562e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,49.3,34.0,72.3,with_cross_validation,55.8
ALB,Albemarle Corporation,Materials,88.0,0.00014935237979493238,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,59.1,34.0,96.7,with_cross_validation,55.7
CVX,Chevron Corporation,Energy,92.4,0.00012253873227037002,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,54.4,34.0,85.0,with_cross_validation,55.6
HAL,Halliburton,Energy,89.5,0.0001512390348111955,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,57.4,34.0,92.6,with_cross_validation,55.6
RTX,RTX Corporation,Industrials,99.1,9.87120936565997e-06,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,47.7,34.0,68.1,with_cross_validation,55.6
NEE,NextEra Energy,Utilities,65.0,0.0015134327171624118,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,80.9,72.0,94.4,with_cross_validation,55.3
APO,Apollo Global Management,Financials,99.1,4.1676498529844604e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.8,12.0,98.9,with_cross_validation,55.3
PEG,Public Service Enterprise Group,Utilities,100.0,1.2109352262217157e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.5,34.0,62.7,with_cross_validation,55.2
STX,Seagate Technology,Information Technology,6.8,5.045764525244391e-05,False,False,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,78.8,90.0,62.1,with_cross_validation,55.2
NI,NiSource,Utilities,85.2,0.0006601744910807355,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,60.0,34.0,99.0,with_cross_validation,55.1
APA,APA Corporation,Energy,87.1,0.0001750184966396716,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,57.9,34.0,93.7,with_cross_validation,55.0
ACGL,Arch Capital Group,Financials,98.6,4.862468801996672e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.1,12.0,97.3,with_cross_validation,54.9
CBOE,Cboe Global Markets,Financials,98.8,4.611858409290837e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.0,12.0,97.1,with_cross_validation,54.9
AVGO,Broadcom,Information Technology,97.0,2.1110943857375724e-06,False,True,10,target_ambition,SBTi commitment removed -- negative signal.,56.8,34.0,90.9,with_cross_validation,54.6
EG,Everest Group,Financials,99.1,4.195126316106276e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.7,12.0,93.8,with_cross_validation,54.6
IVZ,Invesco,Financials,97.2,6.736834636420651e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.6,12.0,98.5,with_cross_validation,54.6
PNR,Pentair,Industrials,96.7,1.6805772701637805e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,47.0,12.0,99.6,with_cross_validation,54.6
PRU,Prudential Financial,Financials,98.3,5.277029969058005e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.6,12.0,96.1,with_cross_validation,54.6
SNA,Snap-on,Industrials,96.5,1.7523403393571234e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,47.2,12.0,100.0,with_cross_validation,54.6
APTV,Aptiv,Consumer Discretionary,64.5,1.7861633130351634e-05,False,False,0.0,measured_trend,"Measured: 20,388 -> 21,515 tCO2e over 3 yr(s) (12/31/2021 baseline, 2024 assumed current year) = -1.84%/yr observed vs. 4.2%/yr required (1.5C pathway).",99.0,100.0,97.6,with_cross_validation,54.5
GL,Globe Life,Financials,98.2,5.378266440752301e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.3,12.0,95.3,with_cross_validation,54.5
IQV,IQVIA,Health Care,36.7,1.399932279950794e-05,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,26.9,12.0,49.3,with_cross_validation,54.5
MS,Morgan Stanley,Financials,97.2,6.718649014233532e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.0,12.0,97.0,with_cross_validation,54.4
AIG,American International Group,Financials,97.7,6.033958048091045e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.3,12.0,95.2,with_cross_validation,54.3
MAS,Masco,Industrials,96.5,1.727463312628689e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.5,12.0,98.2,with_cross_validation,54.3
AMGN,Amgen,Health Care,63.3,8.400892604373274e-06,False,False,0.0,measured_trend,"Measured: 135,954 -> 160,184 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = -3.56%/yr observed vs. 4.2%/yr required (1.5C pathway).",99.3,100.0,98.2,with_cross_validation,54.2
ERIE,Erie Indemnity,Financials,96.0,8.293544516431974e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.5,12.0,98.3,with_cross_validation,54.2
GEN,Gen Digital,Information Technology,96.7,2.2688717965725936e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.0,12.0,97.1,with_cross_validation,54.2
ICE,Intercontinental Exchange,Financials,96.9,7.114699667486119e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.6,12.0,96.0,with_cross_validation,54.2
VLO,Valero Energy,Energy,85.5,0.0001915584249196091,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,57.2,34.0,92.0,with_cross_validation,54.2
DDOG,Datadog,Information Technology,98.1,1.5207759089694624e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.3,12.0,92.7,with_cross_validation,54.1
BLDR,Builders FirstSource,Industrials,97.1,1.5683850124560048e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.8,12.0,94.1,with_cross_validation,54.0
FIX,Comfort Systems USA,Industrials,97.0,1.5998167003530455e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.1,12.0,94.7,with_cross_validation,54.0
NDSN,Nordson Corporation,Industrials,96.1,1.8456068633426075e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.9,12.0,96.7,with_cross_validation,54.0
AME,Ametek,Industrials,95.9,1.914529124597758e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.7,12.0,96.2,with_cross_validation,53.9
BEN,Franklin Resources,Financials,97.1,6.766444248221363e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.7,12.0,93.8,with_cross_validation,53.9
TYL,Tyler Technologies,Information Technology,97.1,2.0708272063781866e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.7,12.0,93.8,with_cross_validation,53.9
CB,Chubb Limited,Financials,97.9,5.750080828228663e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,43.5,12.0,90.7,with_cross_validation,53.8
SYF,Synchrony Financial,Financials,95.1,9.435607833620872e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.3,12.0,97.7,with_cross_validation,53.8
TROW,T. Rowe Price,Financials,97.3,6.510932560590095e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.2,12.0,92.4,with_cross_validation,53.8
WRB,W. R. Berkley Corporation,Financials,98.2,5.362006641415139e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,43.1,12.0,89.7,with_cross_validation,53.8
GDDY,GoDaddy,Information Technology,96.0,2.6531808594088946e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.2,12.0,95.0,with_cross_validation,53.7
PSX,Phillips 66,Energy,82.5,0.00022115672489474763,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,58.5,34.0,95.3,with_cross_validation,53.7
RJF,Raymond James Financial,Financials,96.7,7.326640666091864e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.3,12.0,92.8,with_cross_validation,53.7
URI,United Rentals,Industrials,97.4,1.476650427756654e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,43.7,12.0,91.2,with_cross_validation,53.7
MPC,Marathon Petroleum,Energy,84.1,0.00020488581558804388,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,56.8,34.0,91.1,with_cross_validation,53.6
COF,Capital One,Financials,96.0,8.325629099671749e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.5,12.0,93.3,with_cross_validation,53.5
PNC,PNC Financial Services,Financials,94.5,1.0211686093921166e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.0,12.0,96.9,with_cross_validation,53.5
STLD,Steel Dynamics,Materials,82.2,0.000207583693366386,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,58.4,34.0,95.0,with_cross_validation,53.5
ALL,Allstate,Financials,97.8,5.831786025724492e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,42.5,12.0,88.1,with_cross_validation,53.4
XYZ,"Block, Inc.",Financials,100.0,1.3621136645359269e-07,False,False,0.0,measured_trend,"Measured: 842 -> 983 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = -3.35%/yr observed vs. 4.2%/yr required (1.5C pathway).",60.2,100.0,0.4,with_cross_validation,53.4
BX,Blackstone Inc.,Financials,98.7,4.6495235134718837e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.4,12.0,85.5,with_cross_validation,53.4
GNRC,Generac,Industrials,96.8,1.635805082717393e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,43.3,12.0,90.1,with_cross_validation,53.4
RF,Regions Financial Corporation,Financials,93.5,1.1561619027371202e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.8,12.0,98.9,with_cross_validation,53.4
BNY,BNY Mellon,Financials,94.8,9.871585307878522e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.2,12.0,94.9,with_cross_validation,53.3
FISV,Fiserv,Financials,96.7,7.350964941254187e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,43.3,12.0,90.2,with_cross_validation,53.3
IEX,IDEX Corporation,Industrials,96.5,1.7400301385326092e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,43.4,12.0,90.6,with_cross_validation,53.3
JKHY,Jack Henry & Associates,Financials,93.3,1.186241324929388e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.5,12.0,98.2,with_cross_validation,53.3
TDY,Teledyne Technologies,Information Technology,68.5,1.7404147841365464e-05,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,71.3,62.0,85.4,with_cross_validation,53.3
WFC,Wells Fargo,Financials,94.4,1.0462240501921065e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.6,12.0,96.1,with_cross_validation,53.3
VICI,Vici Properties,Real Estate,97.9,7.245429110387144e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.8,12.0,86.6,with_cross_validation,53.2
KEY,KeyCorp,Financials,94.4,1.0447565053036562e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.8,12.0,93.9,with_cross_validation,53.1
SCHW,Charles Schwab Corporation,Financials,96.7,7.370566490845579e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,42.2,12.0,87.4,with_cross_validation,53.0
MTB,M&T Bank,Financials,94.5,1.0215850382122872e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.3,12.0,92.8,with_cross_validation,52.9
VRSN,Verisign,Information Technology,97.1,2.0389366676936745e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.5,12.0,85.6,with_cross_validation,52.9
GE,GE Aerospace,Industrials,99.2,9.2977824239303e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,38.5,12.0,78.3,with_cross_validation,52.6
APP,AppLovin,Communication Services,100.0,3.2888844431975602e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,37.4,12.0,75.4,with_cross_validation,52.5
CME,CME Group,Financials,98.2,5.311815645520689e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,39.3,12.0,80.3,with_cross_validation,52.5
DHR,Danaher Corporation,Health Care,64.2,8.213486509033118e-06,False,False,0.0,measured_trend,"Measured: 106,834 -> 109,180 tCO2e over 3 yr(s) (12/31/2021 baseline, 2024 assumed current year) = -0.73%/yr observed vs. 4.2%/yr required (1.5C pathway).",93.3,100.0,83.3,with_cross_validation,52.5
CRL,Charles River Laboratories,Health Care,45.5,1.215840409151937e-05,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,31.7,12.0,61.4,with_cross_validation,52.4
CRH,CRH plc,Materials,18.6,0.0008442346216415309,False,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,58.5,37.0,90.8,with_cross_validation,52.4
SWKS,Skyworks Solutions,Information Technology,80.6,1.088007780527702e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,56.7,34.0,90.8,with_cross_validation,52.4
WY,Weyerhaeuser,Real Estate,27.9,0.00015413486039966788,False,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (Commitment removed) = 4/5 -> 80.0.,49.4,34.0,72.5,with_cross_validation,52.4
VLTO,Veralto,Industrials,95.7,1.9607865168539326e-05,True,True,20.0,target_ambition,SBTi points: 1/2 for validation status (Committed) + 0/2 for ambition (unclassified) + 0/1 for a net-zero target (none) = 1/5 -> 20.0.,41.5,12.0,85.7,with_cross_validation,52.4
AOS,A. O. Smith,Industrials,95.7,1.9749822098876997e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.3,12.0,85.1,with_cross_validation,52.3
WAB,Wabtec,Industrials,96.3,1.8119841015135284e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,40.6,12.0,83.6,with_cross_validation,52.3
C,Citigroup,Financials,93.7,1.1323404576873641e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,42.7,12.0,88.6,with_cross_validation,52.1
CFG,Citizens Financial Group,Financials,94.8,9.87379005415054e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.4,12.0,85.5,with_cross_validation,52.1
