ticker,security,gics_sector,level_score,level_intensity_tco2e_per_usd,scope1_is_estimated,scope2_is_estimated,velocity_score,velocity_basis,velocity_details,integrity_score,integrity_disclosure_quality,integrity_cross_source_agreement,integrity_basis,environmental_composite_score
FIS,Fidelity National Information Services,Financials,91.7,1.3966967799269469e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.2,12.0,92.5,with_cross_validation,52.0
GEV,GE Vernova,Industrials,97.1,1.5487666856870457e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,39.0,12.0,79.5,with_cross_validation,52.0
TDG,TransDigm Group,Industrials,98.8,1.0476704379677641e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,37.3,12.0,75.4,with_cross_validation,52.0
AJG,Arthur J. Gallagher & Co.,Financials,89.9,1.6415513723490725e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.8,12.0,96.4,with_cross_validation,51.9
CINF,Cincinnati Financial,Financials,98.6,4.842124166532313e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,37.0,12.0,74.6,with_cross_validation,51.9
FE,FirstEnergy,Utilities,77.5,0.0009856083860524268,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,58.3,34.0,94.7,with_cross_validation,51.9
HOOD,Robinhood Markets,Financials,98.2,5.353203846395009e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,37.4,12.0,75.6,with_cross_validation,51.9
LH,Labcorp,Health Care,42.1,1.2873180701454261e-05,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,33.3,12.0,65.2,with_cross_validation,51.8
NUE,Nucor,Materials,77.8,0.0002516985269088001,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,57.6,34.0,93.1,with_cross_validation,51.8
PWR,Quanta Services,Industrials,96.9,1.633709798349103e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,38.6,12.0,78.6,with_cross_validation,51.8
CPRT,Copart,Industrials,96.7,1.6837116362814222e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,38.4,12.0,78.0,with_cross_validation,51.7
MSI,Motorola Solutions,Information Technology,94.6,3.401217707639917e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,40.5,12.0,83.3,with_cross_validation,51.7
BRO,Brown & Brown,Financials,92.1,1.3477712612550864e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,42.7,12.0,88.8,with_cross_validation,51.6
CTAS,Cintas,Industrials,94.1,2.442693671918342e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,40.6,12.0,83.5,with_cross_validation,51.6
STT,State Street Corporation,Financials,92.1,1.3458231114243995e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,42.3,12.0,87.7,with_cross_validation,51.5
TRV,Travelers Companies (The),Financials,98.0,5.656342358926803e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,36.4,12.0,72.9,with_cross_validation,51.5
FOXA,Fox Corporation (Class A),Communication Services,92.1,4.459523631464269e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,42.2,12.0,87.5,with_cross_validation,51.4
FOX,Fox Corporation (Class B),Communication Services,92.1,4.459523631464269e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,42.2,12.0,87.5,with_cross_validation,51.4
UPS,United Parcel Service,Industrials,93.0,2.759541027375473e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.1,12.0,84.7,with_cross_validation,51.4
VRT,Vertiv,Industrials,95.8,1.952247443300492e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,38.5,12.0,78.1,with_cross_validation,51.4
ODFL,Old Dominion,Industrials,95.0,2.1917885231671383e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,38.9,12.0,79.3,with_cross_validation,51.3
TRGP,Targa Resources,Energy,76.5,0.000280466832825037,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,57.4,34.0,92.4,with_cross_validation,51.3
FTV,Fortive,Industrials,96.6,1.7044904515762106e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,37.0,12.0,74.5,with_cross_validation,51.2
NSC,Norfolk Southern,Industrials,0.0,0.00034131721791250336,False,False,60.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 1/2 for ambition (Well-below 2°C) + 0/1 for a net-zero target (none) = 3/5 -> 60.0.,93.7,90.0,99.2,with_cross_validation,51.2
ROL,"Rollins, Inc.",Industrials,92.4,2.9437752887668015e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.2,12.0,84.9,with_cross_validation,51.2
CPAY,Corpay,Financials,94.4,1.0382228676312516e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,38.7,12.0,78.6,with_cross_validation,51.0
ETR,Entergy,Utilities,37.7,0.002669931372095915,False,False,21.5,measured_trend,"Measured: 45,957,614 -> 35,996,463 tCO2e over 24 yr(s) (12/31/2000 baseline, 2024 assumed current year) = 0.90%/yr observed vs. 4.2%/yr required (1.5C pathway).",93.7,90.0,99.2,with_cross_validation,51.0
LYV,Live Nation Entertainment,Communication Services,91.0,4.5979728324747946e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.9,12.0,86.9,with_cross_validation,51.0
PFG,Principal Financial Group,Financials,96.8,7.257601841121052e-07,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,46.1,12.0,97.3,with_cross_validation,51.0
TSLA,"Tesla, Inc.",Consumer Discretionary,91.5,5.264829650285019e-06,False,True,10,target_ambition,SBTi commitment removed -- negative signal.,51.6,34.0,78.0,with_cross_validation,51.0
UBER,Uber,Industrials,98.7,1.0903141819367709e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,34.1,12.0,67.1,with_cross_validation,50.9
EXE,Expand Energy,Energy,88.5,0.00016119099546788176,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.0,12.0,92.1,with_cross_validation,50.8
IBM,IBM,Information Technology,90.9,5.383024975467422e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.4,12.0,85.6,with_cross_validation,50.8
FANG,Diamondback Energy,Energy,89.3,0.00015320400797387668,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,42.5,12.0,88.3,with_cross_validation,50.6
IBKR,Interactive Brokers,Financials,98.4,5.038624867215212e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,33.4,12.0,65.5,with_cross_validation,50.6
JBHT,J.B. Hunt,Industrials,55.3,0.00013879426662778287,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,76.6,62.0,98.4,with_cross_validation,50.6
WTW,Willis Towers Watson,Financials,89.2,1.7262522929005028e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,42.7,12.0,88.7,with_cross_validation,50.6
ECHO,EchoStar,Communication Services,88.4,4.962806765694833e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,43.2,12.0,90.1,with_cross_validation,50.5
EME,Emcor,Industrials,96.5,1.7288395723476463e-05,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,44.9,12.0,94.1,with_cross_validation,50.5
LYB,LyondellBasell,Materials,32.1,0.0007085149922172456,False,False,22.9,measured_trend,"Measured: 15,600,000 -> 15,000,000 tCO2e over 4 yr(s) (12/31/2020 baseline, 2024 assumed current year) = 0.96%/yr observed vs. 4.2%/yr required (1.5C pathway).",96.5,100.0,91.2,with_cross_validation,50.5
ED,Consolidated Edison,Utilities,97.2,0.00015010217760226915,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,34.0,34.0,,disclosure_quality_only,50.4
HBAN,Huntington Bancshares,Financials,93.5,1.1613054456057043e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,37.5,12.0,75.7,with_cross_validation,50.3
EQIX,Equinix,Real Estate,28.1,0.00015371279281098545,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,22.1,12.0,37.3,with_cross_validation,50.1
APH,Amphenol,Information Technology,87.0,7.4554179973344295e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,43.1,12.0,89.8,with_cross_validation,50.0
LUV,Southwest Airlines,Industrials,96.4,1.7576008417014084e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,32.9,12.0,64.2,with_cross_validation,49.8
PLTR,Palantir Technologies,Information Technology,99.2,9.129229997749375e-07,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,39.8,12.0,81.6,with_cross_validation,49.7
SNDK,Sandisk,Information Technology,97.1,2.04511551525587e-06,True,True,40.0,target_ambition,SBTi points: 1/2 for validation status (Committed) + 0/2 for ambition (unclassified) + 1/1 for a net-zero target (Committed) = 2/5 -> 40.0.,12.0,12.0,,disclosure_quality_only,49.7
ALLE,Allegion,Industrials,95.6,2.0045633821023737e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,33.2,12.0,64.9,with_cross_validation,49.6
STZ,Constellation Brands,Consumer Staples,83.9,1.1888192725221307e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.8,12.0,93.9,with_cross_validation,49.6
FDS,FactSet,Financials,88.3,1.853055648000101e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,40.6,12.0,83.6,with_cross_validation,49.6
BIIB,Biogen,Health Care,78.7,5.150609050195801e-06,False,True,10,target_ambition,SBTi commitment removed -- negative signal.,59.4,34.0,97.5,with_cross_validation,49.4
ARE,Alexandria Real Estate Equities,Real Estate,89.1,2.575305669603147e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,38.8,12.0,79.0,with_cross_validation,49.3
BG,Bunge Global,Consumer Staples,90.8,8.53371417286698e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,37.0,12.0,74.6,with_cross_validation,49.3
ROP,Roper Technologies,Information Technology,93.7,3.873205062142367e-06,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,44.1,12.0,92.2,with_cross_validation,49.3
AKAM,Akamai Technologies,Information Technology,93.3,4.078690120022006e-06,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,44.2,12.0,92.5,with_cross_validation,49.2
GPC,Genuine Parts Company,Consumer Discretionary,83.2,9.135634135892597e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.3,12.0,92.7,with_cross_validation,49.2
CCI,Crown Castle,Real Estate,80.0,4.483388677466204e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,47.2,12.0,100.0,with_cross_validation,49.1
PGR,Progressive Corporation,Financials,97.8,5.871707985169139e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,28.5,12.0,53.1,with_cross_validation,48.8
OXY,Occidental Petroleum,Energy,66.6,0.00037752420609250587,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,58.8,34.0,96.1,with_cross_validation,48.5
ON,ON Semiconductor,Information Technology,81.6,1.0354545268109796e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,43.8,12.0,91.6,with_cross_validation,48.5
TTD,Trade Desk (The),Communication Services,80.4,6.065672995910097e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,43.8,12.0,91.5,with_cross_validation,48.1
F,Ford Motor Company,Consumer Discretionary,51.2,2.4099222112304285e-05,False,False,0.0,measured_trend,"Measured: 1,384,651 -> 1,419,443 tCO2e over 7 yr(s) (12/31/2017 baseline, 2024 assumed current year) = -0.36%/yr observed vs. 4.2%/yr required (1.5C pathway).",92.9,100.0,82.2,with_cross_validation,48.0
PCG,PG&E Corporation,Utilities,100.0,2.5753025501020633e-05,False,True,10,target_ambition,SBTi commitment removed -- negative signal.,34.0,34.0,,disclosure_quality_only,48.0
BAX,Baxter International,Health Care,67.7,7.468904537400195e-06,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,55.7,34.0,88.4,with_cross_validation,47.8
MRK,Merck & Co.,Health Care,64.4,8.163953384944663e-06,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,58.9,34.0,96.2,with_cross_validation,47.8
GRMN,Garmin,Consumer Discretionary,81.9,9.75428618686019e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.1,12.0,84.6,with_cross_validation,47.7
COST,Costco,Consumer Staples,82.7,1.2509187006450942e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,40.2,12.0,82.6,with_cross_validation,47.6
JBL,Jabil,Information Technology,90.5,5.5805150980326825e-06,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,41.4,12.0,85.6,with_cross_validation,47.3
CNC,Centene Corporation,Health Care,84.0,4.02267385993847e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,37.3,12.0,75.2,with_cross_validation,47.1
UNP,Union Pacific Corporation,Industrials,0.0,0.0004091836534187897,False,False,43.2,measured_trend,"Measured: 11,313,933 -> 10,083,282 tCO2e over 6 yr(s) (12/31/2018 baseline, 2024 assumed current year) = 1.81%/yr observed vs. 4.2%/yr required (1.5C pathway).",98.2,100.0,95.6,with_cross_validation,47.1
AMZN,Amazon,Consumer Discretionary,85.0,8.317500293229362e-06,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,45.6,12.0,96.1,with_cross_validation,46.9
WYNN,Wynn Resorts,Consumer Discretionary,79.1,1.1045191435959883e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.6,12.0,86.1,with_cross_validation,46.9
VRTX,Vertex Pharmaceuticals,Health Care,82.5,4.348282205230672e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,38.0,12.0,77.0,with_cross_validation,46.8
INTC,Intel,Information Technology,68.8,1.725464140893492e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,51.3,34.0,77.1,with_cross_validation,46.7
LEN,Lennar,Consumer Discretionary,90.4,5.764720213018123e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,29.8,12.0,56.4,with_cross_validation,46.7
ADM,Archer Daniels Midland,Consumer Staples,0.0,0.00017819948349611265,False,False,50.7,measured_trend,"Measured: 14,100,000 -> 12,600,000 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = 2.13%/yr observed vs. 4.2%/yr required (1.5C pathway).",89.0,100.0,72.6,with_cross_validation,46.6
INCY,Incyte,Health Care,82.7,4.3103479087686635e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,37.2,12.0,75.1,with_cross_validation,46.6
PODD,Insulet Corporation,Health Care,75.7,5.787449934369295e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.1,12.0,92.3,with_cross_validation,46.6
CVNA,Carvana,Consumer Discretionary,88.7,6.587025863916707e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,30.9,12.0,59.3,with_cross_validation,46.5
DHI,D. R. Horton,Consumer Discretionary,90.3,5.836737519175053e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,28.5,12.0,53.3,with_cross_validation,46.3
VST,Vistra Corp.,Utilities,0.0,0.0045002059647177885,False,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,58.9,34.0,96.3,with_cross_validation,46.3
IDXX,Idexx Laboratories,Health Care,71.7,6.619267030840163e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.5,12.0,98.2,with_cross_validation,46.1
DLTR,Dollar Tree,Consumer Staples,38.9,3.3890345392454155e-05,False,False,0.0,measured_trend,"Measured: 204,037 -> 204,037 tCO2e over 1 yr(s) (01/31/2024 baseline, 2024 assumed current year) = 0.00%/yr observed vs. 4.2%/yr required (1.5C pathway).",99.0,100.0,97.5,with_cross_validation,46.0
PHM,PulteGroup,Consumer Discretionary,90.4,5.785668386353969e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,27.7,12.0,51.2,with_cross_validation,46.0
AZO,AutoZone,Consumer Discretionary,78.9,1.1134089328030596e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,38.7,12.0,78.7,with_cross_validation,45.9
ADP,Automatic Data Processing,Industrials,95.7,1.986355541823621e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,21.7,12.0,36.3,with_cross_validation,45.8
DASH,DoorDash,Consumer Discretionary,85.2,8.195009588924354e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,31.2,12.0,60.1,with_cross_validation,45.5
ORLY,O'Reilly Automotive,Consumer Discretionary,74.8,1.3051096254890759e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.4,12.0,85.4,with_cross_validation,45.4
NVR,"NVR, Inc.",Consumer Discretionary,89.5,6.1785928306176285e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,26.4,12.0,48.1,with_cross_validation,45.3
CSX,CSX Corporation,Industrials,0.0,0.00030311535281146636,False,False,60.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 1/2 for ambition (Well-below 2°C) + 0/1 for a net-zero target (none) = 3/5 -> 60.0.,75.6,62.0,96.0,with_cross_validation,45.2
VMC,Vulcan Materials Company,Materials,71.0,0.00031914124049076624,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,44.3,12.0,92.9,with_cross_validation,45.1
ROST,Ross Stores,Consumer Discretionary,76.9,1.2088685174816278e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,38.0,12.0,77.1,with_cross_validation,45.0
CASY,Casey's,Consumer Staples,81.7,1.2994135719988343e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,33.1,12.0,64.9,with_cross_validation,44.9
CHTR,Charter Communications,Communication Services,73.4,7.035861324513998e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.3,12.0,85.2,with_cross_validation,44.9
APD,Air Products,Materials,67.7,0.0003523291074138593,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.7,12.0,98.7,with_cross_validation,44.8
WEC,WEC Energy Group,Utilities,55.6,0.0019126433620015116,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,58.5,34.0,95.3,with_cross_validation,44.7
HSY,Hershey Company (The),Consumer Staples,71.0,1.8228741364883043e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,41.8,12.0,86.4,with_cross_validation,44.3
NCLH,Norwegian Cruise Line Holdings,Consumer Discretionary,77.4,1.1865881661937926e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,35.6,12.0,70.9,with_cross_validation,44.3
STE,Steris,Health Care,68.3,7.332521855722086e-06,True,True,20.0,target_ambition,SBTi points: 1/2 for validation status (Committed) + 0/2 for ambition (unclassified) + 0/1 for a net-zero target (none) = 1/5 -> 20.0.,43.9,12.0,91.7,with_cross_validation,44.1
KKR,KKR & Co.,Financials,99.1,4.232512749203712e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,43.7
AXON,Axon Enterprise,Industrials,98.9,1.0330934599933756e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,43.6
HONA,Honeywell Aerospace,Industrials,98.8,1.0534289212139068e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,43.6
COHR,Coherent Corp.,Information Technology,27.8,3.9205382011490286e-05,False,False,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,82.6,90.0,71.6,with_cross_validation,43.5
FICO,Fair Isaac,Information Technology,98.5,1.3271780148070003e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,43.5
RCL,Royal Caribbean Group,Consumer Discretionary,72.8,1.3995290063001051e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,37.7,12.0,76.3,with_cross_validation,43.5
SMCI,Supermicro,Information Technology,97.8,1.6692491240324538e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,43.3
COIN,Coinbase,Financials,97.7,6.012985679679402e-07,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,43.2
TTWO,Take-Two Interactive,Communication Services,69.2,7.614626668412512e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,40.5,12.0,83.2,with_cross_validation,43.2
CCL,Carnival Corporation,Consumer Discretionary,72.6,1.4117560921411421e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,36.0,12.0,71.9,with_cross_validation,42.9
HLT,Hilton Worldwide,Consumer Discretionary,0.0,0.0004905983542319749,False,False,33.6,measured_trend,"Measured: 476,036 -> 442,406 tCO2e over 5 yr(s) (12/31/2019 baseline, 2024 assumed current year) = 1.41%/yr observed vs. 4.2%/yr required (1.5C pathway).",94.9,100.0,87.2,with_cross_validation,42.8
INVH,Invitation Homes,Real Estate,67.6,7.089466629755858e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,40.7,12.0,83.7,with_cross_validation,42.8
PKG,Packaging Corporation of America,Materials,66.5,0.0003640896975326472,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,42.0,12.0,87.1,with_cross_validation,42.8
TSN,Tyson Foods,Consumer Staples,30.5,3.7985107572411865e-05,False,True,40.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 0/2 for ambition (2°C) + 0/1 for a net-zero target (none) = 2/5 -> 40.0.,57.1,34.0,91.7,with_cross_validation,42.5
J,Jacobs Solutions,Industrials,95.3,2.0810697485977377e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,42.4
Q,Qnity Electronics,Information Technology,94.5,3.441804307207476e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,42.2
ABT,Abbott Laboratories,Health Care,10.8,1.9469786438683404e-05,False,False,27.3,measured_trend,"Measured: 538,000 -> 501,000 tCO2e over 6 yr(s) (12/31/2018 baseline, 2024 assumed current year) = 1.15%/yr observed vs. 4.2%/yr required (1.5C pathway).",88.0,100.0,70.0,with_cross_validation,42.0
AEP,American Electric Power,Utilities,47.9,0.002240641403211748,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,57.8,34.0,93.6,with_cross_validation,41.9
FDXF,FedEx Freight,Industrials,93.8,2.5469494586713242e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,41.9
IRM,Iron Mountain,Real Estate,0.0,0.0004197148573442341,True,True,100.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 1/1 for a net-zero target (Targets set) = 5/5 -> 100.0.,25.7,12.0,46.2,with_cross_validation,41.9
O,Realty Income,Real Estate,93.7,1.605159635951692e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,41.9
SYK,Stryker Corporation,Health Care,73.2,6.300034662103789e-06,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,42.4,12.0,88.0,with_cross_validation,41.9
PSKY,Paramount Skydance Corporation,Communication Services,92.3,4.4321196050131885e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,41.4
PNW,Pinnacle West Capital,Utilities,44.2,0.0023967536752601964,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,59.5,34.0,97.7,with_cross_validation,41.2
DXCM,Dexcom,Health Care,73.0,6.3593937024063444e-06,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,40.4,12.0,82.9,with_cross_validation,41.1
OMC,Omnicom Group,Communication Services,9.5,1.5855064777397984e-05,True,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,33.4,12.0,65.6,with_cross_validation,41.0
TXN,Texas Instruments,Information Technology,0.0,5.806834184778027e-05,False,True,80.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 2/2 for ambition (1.5°C) + 0/1 for a net-zero target (none) = 4/5 -> 80.0.,43.1,34.0,56.8,with_cross_validation,41.0
AEE,Ameren,Utilities,45.3,0.002350701762137051,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,57.0,34.0,91.5,with_cross_validation,40.8
KR,Kroger,Consumer Staples,67.1,2.0132546341294376e-05,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,45.2,12.0,94.9,with_cross_validation,40.8
TKO,TKO Group Holdings,Communication Services,89.6,4.791768557896655e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,40.5
BF.B,Brown-Forman,Consumer Staples,55.2,2.5940883356266534e-05,False,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,45.8,34.0,63.4,with_cross_validation,40.3
RMD,ResMed,Health Care,74.2,6.099221228701885e-06,True,True,10,target_ambition,SBTi commitment removed -- negative signal.,36.7,12.0,73.8,with_cross_validation,40.3
TPL,Texas Pacific Land Corporation,Energy,88.5,0.0001614629318233969,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,40.2
DPZ,Domino's,Consumer Discretionary,87.7,7.061874914141629e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,39.9
KMB,Kimberly-Clark,Consumer Staples,0.0,6.619675705099233e-05,False,True,60.0,target_ambition,SBTi points: 2/2 for validation status (Targets set) + 1/2 for ambition (Well-below 2°C) + 0/1 for a net-zero target (none) = 3/5 -> 60.0.,59.1,34.0,96.8,with_cross_validation,39.7
RDDT,Reddit,Communication Services,86.8,5.187787545072143e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,12.0,12.0,,disclosure_quality_only,39.6
HCA,HCA Healthcare,Health Care,60.3,9.03272687102787e-06,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,38.3,12.0,77.7,with_cross_validation,39.5
SRE,Sempra,Utilities,55.6,0.001911391632231405,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,42.7,12.0,88.8,with_cross_validation,39.4
MTD,Mettler Toledo,Health Care,50.6,1.1082120436781165e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,47.1,12.0,99.7,with_cross_validation,39.2
SOLV,Solventum,Health Care,64.6,8.127990247848046e-06,True,True,40.0,target_ambition,SBTi points: 1/2 for validation status (Committed) + 0/2 for ambition (unclassified) + 1/1 for a net-zero target (Committed) = 2/5 -> 40.0.,12.0,12.0,,disclosure_quality_only,38.9
DG,Dollar General,Consumer Staples,48.9,2.9010831627350993e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,46.6,12.0,98.4,with_cross_validation,38.5
COO,Cooper Companies,Health Care,54.9,1.0169581303245344e-05,True,True,20,no_commitment,No SBTi match -- no visible forward-looking climate target.,39.4,12.0,80.6,with_cross_validation,38.1
